cosine_similarity,euclidean_distance,distance_anns,:START_ID,:END_ID,:TYPE
0.7018268153069024,0.772234647254926,0.0024983883,AACT_EAA06_data.csv,AACT_ALI02_data.csv,freq -> LAST UPDATE
0.7006567038948758,0.773748411530031,0.0038385391,AACT_ALI01_data.csv,AACT_ALI02_data.csv,freq -> LAST UPDATE
0.6986226425611798,0.7763728017568831,0.0,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,unit -> DATAFLOW
0.6950934255173348,0.7809053673540444,0.059286594,AACT_ALI01_data.csv,AACT_ALI02_data.csv,itm_newa -> freq
0.6933586811772645,0.7831236458390848,0.059285045,AACT_EAA06_data.csv,AACT_ALI02_data.csv,itm_newa -> freq
0.6900943272897637,0.7872809730531708,0.007851481,AACT_EAA06_data.csv,AACT_ALI02_data.csv,OBS_VALUE -> LAST UPDATE
0.6890001757377111,0.7886695622745165,0.0,AACT_EAA06_data.csv,AACT_ALI02_data.csv,OBS_FLAG -> DATAFLOW
0.6881118140594055,0.7897951287377979,0.012496471,AACT_EAA06_data.csv,AACT_ALI02_data.csv,DATAFLOW -> LAST UPDATE
0.6831961369217184,0.7959948056027765,0.007851958,AACT_ALI01_data.csv,AACT_ALI02_data.csv,OBS_VALUE -> LAST UPDATE
0.6819902094619411,0.7975083592519623,0.002554059,AACT_ALI01_data.csv,AACT_ALI02_data.csv,DATAFLOW -> LAST UPDATE
0.6817467170687173,0.7978136147269345,0.0,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,LAST UPDATE -> DATAFLOW
0.6815842456482256,0.7980172244334739,0.009537697,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,OBS_VALUE -> LAST UPDATE
0.6812450495285464,0.798442197817377,0.0,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,TIME_PERIOD -> DATAFLOW
0.6809562828517037,0.7988037522971878,0.0932821,AACT_ALI01_data.csv,AACT_ALI02_data.csv,LAST UPDATE -> unit
0.6803924890358727,0.7995092460580603,0.0,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,nace_r2 -> DATAFLOW
0.6781206014379384,0.8023458158549723,0.0,AACT_ALI01_data.csv,AACT_ALI02_data.csv,OBS_FLAG -> DATAFLOW
0.6759068324163553,0.8051001892477493,0.020956635,AACT_EAA06_data.csv,AACT_ALI02_data.csv,geo -> unit
0.6715679074405474,0.8104715991149904,0.016160488,AACT_ALI01_data.csv,AACT_ALI02_data.csv,geo -> unit
0.6714364282043478,0.8106338074603664,1.5497208e-06,AACT_ALI01_data.csv,AACT_ALI02_data.csv,TIME_PERIOD -> DATAFLOW
0.6701720764650804,0.8121920326043189,0.0,AACT_ALI01_data.csv,AACT_ALI02_data.csv,itm_newa -> DATAFLOW
0.6689691114847384,0.813671802747793,0.0,AACT_EAA06_data.csv,AACT_ALI02_data.csv,TIME_PERIOD -> DATAFLOW
0.6649423795176025,0.8186056812403444,0.07960951,AACT_ALI01_data.csv,AACT_ALI02_data.csv,LAST UPDATE -> freq
0.6645242223486468,0.8191163388765521,0.020956635,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,geo -> unit
0.6599744793539899,0.8246520790798856,9.536743e-07,AACT_EAA06_data.csv,AACT_ALI02_data.csv,OBS_VALUE -> DATAFLOW
0.6569538717987377,0.8283068694380391,4.7683716e-07,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,enterpr -> DATAFLOW
0.653142878978161,0.8328951114695567,9.536743e-07,AACT_ALI01_data.csv,AACT_ALI02_data.csv,LAST UPDATE -> DATAFLOW
0.6520839187330105,0.8341655469208964,0.0,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,reason -> DATAFLOW
0.6493467345055758,0.8374404685345775,0.0,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,OBS_VALUE -> DATAFLOW
0.6465539477287875,0.840768777407826,0.0,AACT_ALI01_data.csv,AACT_ALI02_data.csv,OBS_VALUE -> DATAFLOW
0.6443063491558629,0.8434377891210036,1.7881393e-06,AACT_EAA06_data.csv,AACT_ALI02_data.csv,geo -> DATAFLOW
0.6370008724692837,0.852055345162097,0.0,AACT_ALI01_data.csv,AACT_ALI02_data.csv,geo -> DATAFLOW
0.6343471044658394,0.8551642057287879,0.0014156103,AACT_ALI01_data.csv,AACT_ALI02_data.csv,itm_newa -> LAST UPDATE
0.6300170394011796,0.8602127088986021,0.05825007,AACT_EAA06_data.csv,AACT_ALI02_data.csv,itm_newa -> LAST UPDATE
0.6294999304693829,0.8608136781531869,1.66893e-06,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,geo -> DATAFLOW
0.6133477565239143,0.8793773283585847,0.010766268,AACT_EAA06_data.csv,AACT_ALI02_data.csv,geo -> freq
0.6067486974003825,0.8868498531364262,0.0107649565,AACT_ALI01_data.csv,AACT_ALI02_data.csv,geo -> freq
0.6043505884990742,0.8895498140846706,0.02055347,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,geo -> freq
0.5919459634438748,0.9033869846346871,0.008440495,AACT_EAA06_data.csv,AACT_ALI02_data.csv,geo -> LAST UPDATE
