Protein.uniprotID	Protein.proID
Q8NEZ5	PR_Q8NEZ5
Q8W4L5	PR_Q8W4L5
A2AJA9	PR_A2AJA9
Q9LHK1	PR_Q9LHK1
Q54FC5	PR_Q54FC5
P62878	PR_P62878
Q9BT22	PR_Q9BT22
O94287	PR_O94287
Q8K0C4	PR_Q8K0C4
O74945	PR_O74945
P43619	PR_P43619
P10384	PR_P10384
Q5PQR6	PR_Q5PQR6
Q9V411	PR_Q9V411
Q9ULQ1	PR_Q9ULQ1
Q4QR80	PR_Q4QR80
Q9IA95	PR_Q9IA95
Q9M2F8	PR_Q9M2F8
P37173	PR_P37173
Q9NQ25	PR_Q9NQ25
Q6HPN1	PR_Q6HPN1
P0A7L3	PR_P0A7L3
Q940Q3	PR_Q940Q3
Q7RTV0	PR_Q7RTV0
Q9I8K7	PR_Q9I8K7
O17732	PR_O17732
P52872	PR_P52872
P50582	PR_P50582
P40326	PR_P40326
P83294	PR_P83294
Q59Z51	PR_Q59Z51
Q3T1L0	PR_Q3T1L0
Q9C8E7	PR_Q9C8E7
Q09201	PR_Q09201
Q54J78	PR_Q54J78
Q784P6	PR_Q784P6
Q15759	PR_Q15759
Q6P087	PR_Q6P087
Q9ASY8	PR_Q9ASY8
Q5PQN1	PR_Q5PQN1
Q54J11	PR_Q54J11
O60810	PR_O60810
Q9Y2T6	PR_Q9Y2T6
Q9Z0F7	PR_Q9Z0F7
D3Z896	PR_D3Z896
Q5T5B0	PR_Q5T5B0
Q9BQD3	PR_Q9BQD3
Q9VTI0	PR_Q9VTI0
Q54LP6	PR_Q54LP6
Q9LTC7	PR_Q9LTC7
Q8GYP8	PR_Q8GYP8
Q68EI3	PR_Q68EI3
Q9V3R1	PR_Q9V3R1
P22303	PR_P22303
P38191	PR_P38191
A1IGU4	PR_A1IGU4
Q9M022	PR_Q9M022
P52808	PR_P52808
Q5VSG8	PR_Q5VSG8
Q9D173	PR_Q9D173
Q5AL49	PR_Q5AL49
O42921	PR_O42921
Q0WUU6	PR_Q0WUU6
Q08444	PR_Q08444
Q9FLJ4	PR_Q9FLJ4
O42897	PR_O42897
Q5KU39	PR_Q5KU39
Q86V87	PR_Q86V87
O43149	PR_O43149
Q3UQV5	PR_Q3UQV5
Q8R1S4	PR_Q8R1S4
Q2FZT6	PR_Q2FZT6
P0C5E9	PR_P0C5E9
Q9ZQ77	PR_Q9ZQ77
Q96EZ8	PR_Q96EZ8
Q6A152	PR_Q6A152
Q8TAG9	PR_Q8TAG9
O88502	PR_O88502
P77439	PR_P77439
Q9NQT5	PR_Q9NQT5
Q969M1	PR_Q969M1
Q9NVF7	PR_Q9NVF7
Q9LFN3	PR_Q9LFN3
P56387	PR_P56387
A1JPP1	PR_A1JPP1
Q3UFB2	PR_Q3UFB2
P52739	PR_P52739
Q13459	PR_Q13459
Q8JJ26	PR_Q8JJ26
O70210	PR_O70210
Q8C5V0	PR_Q8C5V0
Q9FI43	PR_Q9FI43
Q9FWQ5	PR_Q9FWQ5
Q86UD1	PR_Q86UD1
Q23088	PR_Q23088
Q5ZK47	PR_Q5ZK47
Q8K023	PR_Q8K023
P97303	PR_P97303
Q7TP40	PR_Q7TP40
Q3ZAV8	PR_Q3ZAV8
Q5RJT2	PR_Q5RJT2
Q9XZ14	PR_Q9XZ14
Q46841	PR_Q46841
Q93640	PR_Q93640
Q9BYL1	PR_Q9BYL1
Q8NH94	PR_Q8NH94
Q9HBL0	PR_Q9HBL0
Q96S94	PR_Q96S94
O61365	PR_O61365
P0CT04	PR_P0CT04
Q9Y4F3	PR_Q9Y4F3
Q10914	PR_Q10914
Q9NVK5	PR_Q9NVK5
P32004	PR_P32004
Q8BNU0	PR_Q8BNU0
Q18673	PR_Q18673
Q54XG9	PR_Q54XG9
Q7RTS9	PR_Q7RTS9
Q9SKK4	PR_Q9SKK4
Q3E9A4	PR_Q3E9A4
O00255	PR_O00255
Q7ZVR8	PR_Q7ZVR8
Q940M2	PR_Q940M2
Q86XP0	PR_Q86XP0
E9Q394	PR_E9Q394
Q07914	PR_Q07914
Q1ZXL6	PR_Q1ZXL6
Q62245	PR_Q62245
Q9M2E0	PR_Q9M2E0
Q9ZR37	PR_Q9ZR37
A7E2F4	PR_A7E2F4
Q8RWW1	PR_Q8RWW1
Q9D3X9	PR_Q9D3X9
Q96FV0	PR_Q96FV0
A8WG88	PR_A8WG88
E1C2Q1	PR_E1C2Q1
P79881	PR_P79881
Q9P6K5	PR_Q9P6K5
Q5SUE7	PR_Q5SUE7
Q19162	PR_Q19162
G3UVW3	PR_G3UVW3
O35206	PR_O35206
O23063	PR_O23063
Q54J73	PR_Q54J73
Q2M2H8	PR_Q2M2H8
Q96NN9	PR_Q96NN9
Q9LY46	PR_Q9LY46
A0JPN3	PR_A0JPN3
A7E2V4	PR_A7E2V4
O42978	PR_O42978
P36066	PR_P36066
Q99578	PR_Q99578
P46573	PR_P46573
P18564	PR_P18564
Q01818	PR_Q01818
Q9QZI9	PR_Q9QZI9
Q55FU5	PR_Q55FU5
Q9BSK4	PR_Q9BSK4
Q8TBC4	PR_Q8TBC4
P53297	PR_P53297
P48566	PR_P48566
O94408	PR_O94408
P23881	PR_P23881
P31395	PR_P31395
Q8NEA5	PR_Q8NEA5
Q9H5U6	PR_Q9H5U6
Q91WD4	PR_Q91WD4
Q19546	PR_Q19546
A2AJ15	PR_A2AJ15
Q91W34	PR_Q91W34
P35085	PR_P35085
O55162	PR_O55162
O00767	PR_O00767
P30870	PR_P30870
Q5A5N5	PR_Q5A5N5
Q9D6A1	PR_Q9D6A1
Q6A573	PR_Q6A573
Q4LDR2	PR_Q4LDR2
Q8BQZ4	PR_Q8BQZ4
P05367	PR_P05367
E1C1L6	PR_E1C1L6
P38870	PR_P38870
A1Z8P9	PR_A1Z8P9
Q9VR56	PR_Q9VR56
P32214	PR_P32214
P59278	PR_P59278
Q21180	PR_Q21180
P17708	PR_P17708
O42973	PR_O42973
Q06698	PR_Q06698
P79058	PR_P79058
O15522	PR_O15522
F1RDB1	PR_F1RDB1
Q6ZR37	PR_Q6ZR37
Q14183	PR_Q14183
Q9FF77	PR_Q9FF77
Q803J8	PR_Q803J8
A2A5X4	PR_A2A5X4
O88199	PR_O88199
Q9D6F4	PR_Q9D6F4
Q8IXA5	PR_Q8IXA5
Q9ES17	PR_Q9ES17
P52138	PR_P52138
Q9P6L2	PR_Q9P6L2
Q8E9M4	PR_Q8E9M4
Q9ZT95	PR_Q9ZT95
Q9Y2L5	PR_Q9Y2L5
Q49XT4	PR_Q49XT4
O35681	PR_O35681
P32121	PR_P32121
Q22431	PR_Q22431
Q9S7A3	PR_Q9S7A3
Q9H1K6	PR_Q9H1K6
Q9LIK0	PR_Q9LIK0
P68371	PR_P68371
Q9C8Y6	PR_Q9C8Y6
P21107	PR_P21107
Q8K0T0	PR_Q8K0T0
Q9FJZ3	PR_Q9FJZ3
O94907	PR_O94907
Q791F6	PR_Q791F6
Q64686	PR_Q64686
Q3UZ39	PR_Q3UZ39
Q9NYV8	PR_Q9NYV8
Q6NZ63	PR_Q6NZ63
Q9FKC5	PR_Q9FKC5
Q7KWY4	PR_Q7KWY4
P05540	PR_P05540
P08113	PR_P08113
P47806	PR_P47806
Q54YA2	PR_Q54YA2
P56489	PR_P56489
Q9UHV9	PR_Q9UHV9
P00936	PR_P00936
B2RWS6	PR_B2RWS6
Q9NP74	PR_Q9NP74
B7NLP7	PR_B7NLP7
F4JZG1	PR_F4JZG1
Q9BRP1	PR_Q9BRP1
Q32ZF8	PR_Q32ZF8
Q96QD5	PR_Q96QD5
P31379	PR_P31379
Q7TNR9	PR_Q7TNR9
P0C6G9	PR_P0C6G9
O80946	PR_O80946
Q9QY14	PR_Q9QY14
Q6AY08	PR_Q6AY08
P39196	PR_P39196
Q9UTH5	PR_Q9UTH5
Q54UZ5	PR_Q54UZ5
Q9QYI4	PR_Q9QYI4
P61851	PR_P61851
O54924	PR_O54924
P32603	PR_P32603
O88898	PR_O88898
G5EBY8	PR_G5EBY8
Q99J09	PR_Q99J09
Q8K249	PR_Q8K249
Q8WXI2	PR_Q8WXI2
P42281	PR_P42281
P76505	PR_P76505
P61105	PR_P61105
A0A1B0GUV7	PR_A0A1B0GUV7
Q8BRU4	PR_Q8BRU4
Q9QZU7	PR_Q9QZU7
Q04585	PR_Q04585
Q2KHK3	PR_Q2KHK3
Q9CZP5	PR_Q9CZP5
P58268	PR_P58268
Q9ERS2	PR_Q9ERS2
Q9VQF7	PR_Q9VQF7
P9WHD7	PR_P9WHD7
Q9Z1K6	PR_Q9Z1K6
P11349	PR_P11349
P62986	PR_P62986
P25577	PR_P25577
Q9CZ42	PR_Q9CZ42
O54963	PR_O54963
G5EBK1	PR_G5EBK1
Q8N475	PR_Q8N475
O54714	PR_O54714
P0ADG4	PR_P0ADG4
Q6DGV1	PR_Q6DGV1
Q4QR82	PR_Q4QR82
Q5U651	PR_Q5U651
Q9M101	PR_Q9M101
Q19417	PR_Q19417
P67984	PR_P67984
O34399	PR_O34399
D9N129	PR_D9N129
Q54M77	PR_Q54M77
Q09951	PR_Q09951
P18051	PR_P18051
Q54US6	PR_Q54US6
Q54EG3	PR_Q54EG3
P92566	PR_P92566
Q9USX4	PR_Q9USX4
Q9C7Y2	PR_Q9C7Y2
O81716	PR_O81716
P54811	PR_P54811
P82633	PR_P82633
O08738	PR_O08738
Q61391	PR_Q61391
Q9S834	PR_Q9S834
Q9VDD1	PR_Q9VDD1
Q499A3	PR_Q499A3
O00512	PR_O00512
Q4KLP0	PR_Q4KLP0
Q86VH5	PR_Q86VH5
Q5PQZ7	PR_Q5PQZ7
Q94BY1	PR_Q94BY1
P18757	PR_P18757
Q84WP3	PR_Q84WP3
P69490	PR_P69490
P34245	PR_P34245
P18654	PR_P18654
Q5ZIF1	PR_Q5ZIF1
Q9ET37	PR_Q9ET37
Q39129	PR_Q39129
P0C919	PR_P0C919
Q9BUR5	PR_Q9BUR5
Q9D7V1	PR_Q9D7V1
Q17754	PR_Q17754
Q80YD6	PR_Q80YD6
P24205	PR_P24205
F1MAB7	PR_F1MAB7
P08277	PR_P08277
P62168	PR_P62168
P12849	PR_P12849
O94282	PR_O94282
Q61508	PR_Q61508
P90912	PR_P90912
Q91Y53	PR_Q91Y53
Q920Q2	PR_Q920Q2
Q96WW0	PR_Q96WW0
Q9JJH7	PR_Q9JJH7
P45539	PR_P45539
P62810	PR_P62810
B2RYH9	PR_B2RYH9
P00760	PR_P00760
P42208	PR_P42208
Q9Z207	PR_Q9Z207
Q8BVE3	PR_Q8BVE3
P08908	PR_P08908
Q6P7D3	PR_Q6P7D3
Q9H255	PR_Q9H255
P12235	PR_P12235
P07884	PR_P07884
Q9H334	PR_Q9H334
Q63118	PR_Q63118
Q6ZWS4	PR_Q6ZWS4
Q5ZJQ7	PR_Q5ZJQ7
Q8W5B1	PR_Q8W5B1
Q96BY2	PR_Q96BY2
Q9VPQ6	PR_Q9VPQ6
Q9LUV7	PR_Q9LUV7
Q09411	PR_Q09411
P10077	PR_P10077
P13175	PR_P13175
A5I724	PR_A5I724
P0DOY1	PR_P0DOY1
O65695	PR_O65695
A5I4L2	PR_A5I4L2
Q558Y7	PR_Q558Y7
B3H6C3	PR_B3H6C3
P37758	PR_P37758
O94283	PR_O94283
D3ZTL5	PR_D3ZTL5
Q9URQ5	PR_Q9URQ5
Q568T4	PR_Q568T4
Q9S773	PR_Q9S773
P02750	PR_P02750
Q6ZQB6	PR_Q6ZQB6
Q86NP2	PR_Q86NP2
P50408	PR_P50408
P48353	PR_P48353
Q7Z5L3	PR_Q7Z5L3
Q9UUL2	PR_Q9UUL2
Q8NET5	PR_Q8NET5
O13907	PR_O13907
Q80XM3	PR_Q80XM3
Q68EF0	PR_Q68EF0
Q62GK4	PR_Q62GK4
Q19416	PR_Q19416
Q8FWV4	PR_Q8FWV4
Q76PC4	PR_Q76PC4
Q5XIH0	PR_Q5XIH0
Q9HWE8	PR_Q9HWE8
Q9FMS5	PR_Q9FMS5
Q75JC6	PR_Q75JC6
Q9Y4C0	PR_Q9Y4C0
Q9C5X8	PR_Q9C5X8
Q6PHQ8	PR_Q6PHQ8
Q9XZ08	PR_Q9XZ08
O22752	PR_O22752
Q5KR61	PR_Q5KR61
P35233	PR_P35233
Q01432	PR_Q01432
P58686	PR_P58686
O43047	PR_O43047
P36269	PR_P36269
P0A0C2	PR_P0A0C2
Q6IQP1	PR_Q6IQP1
Q8BFY9	PR_Q8BFY9
Q13621	PR_Q13621
Q00537	PR_Q00537
Q80YE7	PR_Q80YE7
P07245	PR_P07245
O14307	PR_O14307
P76141	PR_P76141
P48755	PR_P48755
Q6ZW33	PR_Q6ZW33
Q3TEI4	PR_Q3TEI4
Q9VRK8	PR_Q9VRK8
Q8JFQ2	PR_Q8JFQ2
Q8BUY8	PR_Q8BUY8
Q12380	PR_Q12380
Q93454	PR_Q93454
Q09459	PR_Q09459
O35690	PR_O35690
Q96CP2	PR_Q96CP2
A4FVI0	PR_A4FVI0
Q2G1Q2	PR_Q2G1Q2
P51398	PR_P51398
P45807	PR_P45807
Q5F4B8	PR_Q5F4B8
Q59TP1	PR_Q59TP1
Q54MQ7	PR_Q54MQ7
Q8NDX6	PR_Q8NDX6
P39977	PR_P39977
Q3J1R2	PR_Q3J1R2
P17251	PR_P17251
Q5APG6	PR_Q5APG6
Q54BZ7	PR_Q54BZ7
P34127	PR_P34127
P38329	PR_P38329
Q9VD09	PR_Q9VD09
Q3TJ91	PR_Q3TJ91
Q8VBV3	PR_Q8VBV3
Q9UQ52	PR_Q9UQ52
Q86IJ1	PR_Q86IJ1
P06974	PR_P06974
P0DPI1	PR_P0DPI1
P56563	PR_P56563
A5H300	PR_A5H300
Q86JJ0	PR_Q86JJ0
P06451	PR_P06451
Q54QV7	PR_Q54QV7
A5HAK0	PR_A5HAK0
F1R8Z9	PR_F1R8Z9
P52593	PR_P52593
D3Z987	PR_D3Z987
Q9FKV5	PR_Q9FKV5
Q6PHK6	PR_Q6PHK6
P51410	PR_P51410
P0A4C4	PR_P0A4C4
P21763	PR_P21763
Q9SYP2	PR_Q9SYP2
O81320	PR_O81320
Q54DX7	PR_Q54DX7
A2AAX3	PR_A2AAX3
P14315	PR_P14315
Q9Z0E3	PR_Q9Z0E3
Q9FFZ6	PR_Q9FFZ6
Q9SAB6	PR_Q9SAB6
A6NNA5	PR_A6NNA5
Q5PP32	PR_Q5PP32
Q5PNP6	PR_Q5PNP6
O42855	PR_O42855
O43581	PR_O43581
O13632	PR_O13632
Q502M8	PR_Q502M8
Q9ZQI7	PR_Q9ZQI7
Q9SMP2	PR_Q9SMP2
Q3TCT4	PR_Q3TCT4
Q9XY92	PR_Q9XY92
O59755	PR_O59755
Q803P1	PR_Q803P1
O42858	PR_O42858
Q8T1G4	PR_Q8T1G4
P67999	PR_P67999
Q80TQ2	PR_Q80TQ2
Q68LP1	PR_Q68LP1
P60624	PR_P60624
Q3E7D0	PR_Q3E7D0
A0JPN1	PR_A0JPN1
O75347	PR_O75347
Q5SQF8	PR_Q5SQF8
Q9XTY3	PR_Q9XTY3
A3CK67	PR_A3CK67
P05990	PR_P05990
A2AQW0	PR_A2AQW0
B0CJK8	PR_B0CJK8
Q8K4I6	PR_Q8K4I6
F1NWH6	PR_F1NWH6
P52870	PR_P52870
Q6DHG8	PR_Q6DHG8
Q5BKS4	PR_Q5BKS4
P0ABT5	PR_P0ABT5
Q8R081	PR_Q8R081
P09919	PR_P09919
Q80W69	PR_Q80W69
A7MD48	PR_A7MD48
E9PYK3	PR_E9PYK3
Q96BN2	PR_Q96BN2
Q8BGN6	PR_Q8BGN6
Q01460	PR_Q01460
A0A087WV53	PR_A0A087WV53
O60499	PR_O60499
Q54E40	PR_Q54E40
Q9H2Y9	PR_Q9H2Y9
Q9XXE9	PR_Q9XXE9
O70146	PR_O70146
A0A0B4J266	PR_A0A0B4J266
Q5ZKS6	PR_Q5ZKS6
Q9USQ5	PR_Q9USQ5
P10796	PR_P10796
Q06124	PR_Q06124
B3H6D0	PR_B3H6D0
Q7TQF7	PR_Q7TQF7
Q9UJT9	PR_Q9UJT9
Q9FF12	PR_Q9FF12
Q9LRH6	PR_Q9LRH6
Q5SWA1	PR_Q5SWA1
Q6DRP4	PR_Q6DRP4
Q9P7H5	PR_Q9P7H5
Q6PGY3	PR_Q6PGY3
P13510	PR_P13510
Q7BHL7	PR_Q7BHL7
Q7FK82	PR_Q7FK82
F1NCK8	PR_F1NCK8
Q9LV26	PR_Q9LV26
Q6NLP2	PR_Q6NLP2
P20892	PR_P20892
Q9P7H0	PR_Q9P7H0
O49519	PR_O49519
P32357	PR_P32357
Q8BUE7	PR_Q8BUE7
O82499	PR_O82499
Q8N8Q1	PR_Q8N8Q1
Q9CR83	PR_Q9CR83
Q8TCB0	PR_Q8TCB0
Q3URE8	PR_Q3URE8
Q9SRR0	PR_Q9SRR0
Q7YSI9	PR_Q7YSI9
Q9S7Z8	PR_Q9S7Z8
Q3TX08	PR_Q3TX08
P13168	PR_P13168
Q4PSR7	PR_Q4PSR7
Q9SDN0	PR_Q9SDN0
Q9R001	PR_Q9R001
Q9FL26	PR_Q9FL26
O81235	PR_O81235
P66817	PR_P66817
Q7L5Y1	PR_Q7L5Y1
Q9FHK7	PR_Q9FHK7
Q9UTA8	PR_Q9UTA8
P39723	PR_P39723
P31552	PR_P31552
Q4G2Y1	PR_Q4G2Y1
Q9JKK0	PR_Q9JKK0
Q16790	PR_Q16790
Q08816	PR_Q08816
Q5I6E6	PR_Q5I6E6
P38633	PR_P38633
Q577Z8	PR_Q577Z8
Q6UWK7	PR_Q6UWK7
P21365	PR_P21365
Q556J4	PR_Q556J4
P12873	PR_P12873
Q6UXI7	PR_Q6UXI7
P38325	PR_P38325
Q10183	PR_Q10183
Q9H147	PR_Q9H147
Q7SXU0	PR_Q7SXU0
Q9LZR8	PR_Q9LZR8
P04397	PR_P04397
Q8RXZ8	PR_Q8RXZ8
Q9USU1	PR_Q9USU1
Q3E792	PR_Q3E792
Q9M8L4	PR_Q9M8L4
P0C692	PR_P0C692
Q8N8C0	PR_Q8N8C0
Q9C6H4	PR_Q9C6H4
Q8K305	PR_Q8K305
Q9EQV6	PR_Q9EQV6
P63201	PR_P63201
Q84MA9	PR_Q84MA9
Q20390	PR_Q20390
P59270	PR_P59270
Q10109	PR_Q10109
Q9FL80	PR_Q9FL80
Q0V7T5	PR_Q0V7T5
P40456	PR_P40456
Q84JX1	PR_Q84JX1
Q02563	PR_Q02563
P43004	PR_P43004
Q8C2S5	PR_Q8C2S5
Q55FQ6	PR_Q55FQ6
B3H672	PR_B3H672
Q96S44	PR_Q96S44
Q8BMG1	PR_Q8BMG1
Q6UVM4	PR_Q6UVM4
P16860	PR_P16860
Q8CDU6	PR_Q8CDU6
P56700	PR_P56700
Q9W040	PR_Q9W040
P08033	PR_P08033
P13747	PR_P13747
P00914	PR_P00914
P91994	PR_P91994
M0R7T9	PR_M0R7T9
Q02875	PR_Q02875
Q5SWL8	PR_Q5SWL8
Q9CQW2	PR_Q9CQW2
P19073	PR_P19073
D3ZU53	PR_D3ZU53
B1WC37	PR_B1WC37
P24051	PR_P24051
Q32KJ2	PR_Q32KJ2
Q09936	PR_Q09936
Q18179	PR_Q18179
P77494	PR_P77494
Q02111	PR_Q02111
Q93VM9	PR_Q93VM9
A2A6M5	PR_A2A6M5
P22274	PR_P22274
Q9CQ04	PR_Q9CQ04
Q9D2Z4	PR_Q9D2Z4
Q9Y5J1	PR_Q9Y5J1
P22106	PR_P22106
Q96Q05	PR_Q96Q05
Q679P3	PR_Q679P3
P22892	PR_P22892
Q5XF11	PR_Q5XF11
Q9CZ52	PR_Q9CZ52
Q7TQG0	PR_Q7TQG0
O95521	PR_O95521
P19532	PR_P19532
Q5XJK1	PR_Q5XJK1
Q9P086	PR_Q9P086
Q9C7Z9	PR_Q9C7Z9
P31675	PR_P31675
Q2LG20	PR_Q2LG20
E9PAV3	PR_E9PAV3
Q9BUX1	PR_Q9BUX1
P08030	PR_P08030
Q9FJR9	PR_Q9FJR9
Q8CII0	PR_Q8CII0
Q3UD01	PR_Q3UD01
Q99436	PR_Q99436
Q54L53	PR_Q54L53
Q9WUJ8	PR_Q9WUJ8
Q1ZXJ0	PR_Q1ZXJ0
O00409	PR_O00409
Q01841	PR_Q01841
Q9JKB5	PR_Q9JKB5
A4GCJ3	PR_A4GCJ3
P97685	PR_P97685
P0C2H9	PR_P0C2H9
Q9FGS5	PR_Q9FGS5
Q9BVG9	PR_Q9BVG9
Q04216	PR_Q04216
Q9NBK5	PR_Q9NBK5
P70842	PR_P70842
Q68Y21	PR_Q68Y21
Q3UHN9	PR_Q3UHN9
Q8TF76	PR_Q8TF76
Q9NQ34	PR_Q9NQ34
Q99MD8	PR_Q99MD8
Q08874	PR_Q08874
Q9NRR5	PR_Q9NRR5
Q7KVY7	PR_Q7KVY7
Q9JI13	PR_Q9JI13
P63078	PR_P63078
P15078	PR_P15078
Q96NZ8	PR_Q96NZ8
P40340	PR_P40340
Q5FVJ8	PR_Q5FVJ8
Q95ZV7	PR_Q95ZV7
Q8NGV6	PR_Q8NGV6
G5EET6	PR_G5EET6
Q9HFR0	PR_Q9HFR0
Q55FE3	PR_Q55FE3
A1IHG6	PR_A1IHG6
Q9BXS0	PR_Q9BXS0
P56719	PR_P56719
P03504	PR_P03504
Q9VVW8	PR_Q9VVW8
Q9SJ41	PR_Q9SJ41
Q8TCJ2	PR_Q8TCJ2
Q6AXX1	PR_Q6AXX1
P45955	PR_P45955
P37685	PR_P37685
Q8GXT7	PR_Q8GXT7
Q9BZE0	PR_Q9BZE0
Q03336	PR_Q03336
Q8GXW6	PR_Q8GXW6
P25819	PR_P25819
Q54IE5	PR_Q54IE5
Q9M088	PR_Q9M088
Q92837	PR_Q92837
Q8K4Z2	PR_Q8K4Z2
F4IUG9	PR_F4IUG9
Q8SXI2	PR_Q8SXI2
H2L0G5	PR_H2L0G5
E9Q956	PR_E9Q956
Q5U3S7	PR_Q5U3S7
Q6NZT2	PR_Q6NZT2
P24309	PR_P24309
Q9VRX2	PR_Q9VRX2
A1L4W5	PR_A1L4W5
P83871	PR_P83871
A4GCK8	PR_A4GCK8
Q9VUQ8	PR_Q9VUQ8
P38910	PR_P38910
P01844	PR_P01844
Q5U3F8	PR_Q5U3F8
Q5CD77	PR_Q5CD77
B0UXR0	PR_B0UXR0
Q5ZL91	PR_Q5ZL91
Q93WK5	PR_Q93WK5
A0A1L1SUL6	PR_A0A1L1SUL6
Q5T6J7	PR_Q5T6J7
Q8NBI6	PR_Q8NBI6
O81149	PR_O81149
Q6PHG2	PR_Q6PHG2
Q7T2H2	PR_Q7T2H2
Q07381	PR_Q07381
P92567	PR_P92567
Q9Y5Q5	PR_Q9Y5Q5
Q07350	PR_Q07350
O49484	PR_O49484
P00558	PR_P00558
O94967	PR_O94967
Q09435	PR_Q09435
Q1K9P8	PR_Q1K9P8
O43150	PR_O43150
P52795	PR_P52795
Q922H7	PR_Q922H7
Q5ZMS3	PR_Q5ZMS3
P38843	PR_P38843
P82611	PR_P82611
Q9I9K7	PR_Q9I9K7
A4U7B1	PR_A4U7B1
A1A5Q0	PR_A1A5Q0
O35740	PR_O35740
P64127	PR_P64127
P33399	PR_P33399
O42964	PR_O42964
Q5I0I8	PR_Q5I0I8
P32507	PR_P32507
Q8VFX2	PR_Q8VFX2
P52947	PR_P52947
F1Q4S1	PR_F1Q4S1
Q9VGN9	PR_Q9VGN9
Q10161	PR_Q10161
Q2FZ22	PR_Q2FZ22
P32343	PR_P32343
Q7X6T3	PR_Q7X6T3
Q5SPJ8	PR_Q5SPJ8
A3KPW7	PR_A3KPW7
P0AE01	PR_P0AE01
G5EFL0	PR_G5EFL0
Q9JJL0	PR_Q9JJL0
Q9HZN4	PR_Q9HZN4
Q93YV0	PR_Q93YV0
P25865	PR_P25865
Q810D1	PR_Q810D1
Q63202	PR_Q63202
Q6DGP4	PR_Q6DGP4
Q8RQE9	PR_Q8RQE9
Q6P549	PR_Q6P549
Q9FFP2	PR_Q9FFP2
P24472	PR_P24472
Q9QZC4	PR_Q9QZC4
Q8R344	PR_Q8R344
P93045	PR_P93045
Q8BXJ8	PR_Q8BXJ8
Q09859	PR_Q09859
Q15181	PR_Q15181
P10959	PR_P10959
Q9H306	PR_Q9H306
P39726	PR_P39726
D3ZFB6	PR_D3ZFB6
Q5AJS6	PR_Q5AJS6
P62994	PR_P62994
P38735	PR_P38735
P32505	PR_P32505
Q6P798	PR_Q6P798
P79088	PR_P79088
B8JJV5	PR_B8JJV5
Q8IZQ1	PR_Q8IZQ1
Q9ESE1	PR_Q9ESE1
Q62011	PR_Q62011
Q27237	PR_Q27237
Q9SK27	PR_Q9SK27
O75387	PR_O75387
Q9RH70	PR_Q9RH70
Q14990	PR_Q14990
O60120	PR_O60120
Q90XC2	PR_Q90XC2
Q9VT28	PR_Q9VT28
Q8N0X7	PR_Q8N0X7
A9P558	PR_A9P558
Q8BQC8	PR_Q8BQC8
Q553X7	PR_Q553X7
Q8VYK7	PR_Q8VYK7
Q5ZJ20	PR_Q5ZJ20
Q9H9Q2	PR_Q9H9Q2
Q8LJT8	PR_Q8LJT8
Q9ULJ6	PR_Q9ULJ6
Q64347	PR_Q64347
Q75ZY9	PR_Q75ZY9
Q9LMR4	PR_Q9LMR4
P0CK67	PR_P0CK67
Q9LQY3	PR_Q9LQY3
O09035	PR_O09035
Q42342	PR_Q42342
Q9XWM0	PR_Q9XWM0
Q16555	PR_Q16555
O43374	PR_O43374
Q9BTL3	PR_Q9BTL3
Q9M9H4	PR_Q9M9H4
Q9ERH6	PR_Q9ERH6
P40503	PR_P40503
P53670	PR_P53670
Q9LR97	PR_Q9LR97
Q9LTA8	PR_Q9LTA8
Q5M721	PR_Q5M721
Q9M390	PR_Q9M390
Q8VZQ5	PR_Q8VZQ5
Q9LQI9	PR_Q9LQI9
P54697	PR_P54697
Q9SD67	PR_Q9SD67
P61374	PR_P61374
O94714	PR_O94714
Q39068	PR_Q39068
P50135	PR_P50135
Q9JL59	PR_Q9JL59
O54922	PR_O54922
Q9M246	PR_Q9M246
Q19992	PR_Q19992
Q8NDT2	PR_Q8NDT2
Q19509	PR_Q19509
P23811	PR_P23811
Q9FJC0	PR_Q9FJC0
P22717	PR_P22717
Q9LNA5	PR_Q9LNA5
P78920	PR_P78920
F4KBW6	PR_F4KBW6
Q6IM78	PR_Q6IM78
P40693	PR_P40693
Q91035	PR_Q91035
C0RG11	PR_C0RG11
P38815	PR_P38815
Q4QQW3	PR_Q4QQW3
Q869S5	PR_Q869S5
O95672	PR_O95672
P03893	PR_P03893
O43061	PR_O43061
P54419	PR_P54419
Q9V9N1	PR_Q9V9N1
Q6PUR6	PR_Q6PUR6
Q9DAQ5	PR_Q9DAQ5
Q8N7P1	PR_Q8N7P1
P00887	PR_P00887
Q8WWQ8	PR_Q8WWQ8
Q9NPH6	PR_Q9NPH6
Q9P2X3	PR_Q9P2X3
P17169	PR_P17169
Q8BKK5	PR_Q8BKK5
Q940Y3	PR_Q940Y3
Q9NV35	PR_Q9NV35
P13171	PR_P13171
Q8BU91	PR_Q8BU91
Q500Z4	PR_Q500Z4
Q920A5	PR_Q920A5
A1KXM5	PR_A1KXM5
Q9QXP7	PR_Q9QXP7
P04627	PR_P04627
Q06107	PR_Q06107
Q8R5J9	PR_Q8R5J9
Q39263	PR_Q39263
F1RD85	PR_F1RD85
P33272	PR_P33272
Q8CB87	PR_Q8CB87
O94851	PR_O94851
Q9SQI2	PR_Q9SQI2
Q6TGU2	PR_Q6TGU2
Q8W4Q5	PR_Q8W4Q5
Q55EL3	PR_Q55EL3
P07701	PR_P07701
