Chemical.meshID	Chemical.chebiID
MESH_C009118	CHEBI_8245
MESH_D016644	CHEBI_3362
MESH_C066286	CHEBI_46740
MESH_C025485	CHEBI_75372
MESH_D011094	CHEBI_53231
MESH_D005259	CHEBI_60564
MESH_C040874	CHEBI_53471
MESH_C005586	CHEBI_81838
MESH_D008776	CHEBI_135765
MESH_C000655017	CHEBI_132355
MESH_C006923	CHEBI_15399
MESH_C046144	CHEBI_3648
MESH_C013289	CHEBI_44880
MESH_C044563	CHEBI_34310
MESH_C000591585	CHEBI_2320
MESH_D001224	CHEBI_17053
MESH_C100063	CHEBI_4724
MESH_D012436	CHEBI_67040
MESH_C571055	CHEBI_67190
MESH_C011126	CHEBI_131194
MESH_C105931	CHEBI_137472
MESH_C405102	CHEBI_28212
MESH_C012500	CHEBI_37376
MESH_C077059	CHEBI_139388
MESH_C009061	CHEBI_15539
MESH_C018945	CHEBI_77095
MESH_C021164	CHEBI_28288
MESH_C110080	CHEBI_8275
MESH_C405508	CHEBI_73032
MESH_C424442	CHEBI_75913
MESH_D000074382	CHEBI_76413
MESH_D014814	CHEBI_6884
MESH_C028473	CHEBI_29132
MESH_C493493	CHEBI_85174
MESH_C029222	CHEBI_48113
MESH_D000525	CHEBI_2611
MESH_C002950	CHEBI_7438
MESH_C032420	CHEBI_74397
MESH_C035331	CHEBI_81936
MESH_C057466	CHEBI_88550
MESH_C069659	CHEBI_44736
MESH_C016655	CHEBI_88817
MESH_C004723	CHEBI_103934
MESH_C039151	CHEBI_87432
MESH_D008456	CHEBI_50099
MESH_D012211	CHEBI_49882
MESH_D002186	CHEBI_67194
MESH_C006698	CHEBI_3392
MESH_D019856	CHEBI_23981
MESH_D006710	CHEBI_17230
MESH_D005961	CHEBI_24279
MESH_D007482	CHEBI_31713
MESH_C489337	CHEBI_80230
MESH_D015018	CHEBI_33381
MESH_C058229	CHEBI_8198
MESH_C007184	CHEBI_41473
MESH_C038974	CHEBI_599440
MESH_C515050	CHEBI_32315
MESH_C006107	CHEBI_31618
MESH_C005637	CHEBI_45657
MESH_C042986	CHEBI_77543
MESH_C039798	CHEBI_86364
MESH_C000964	CHEBI_10368
MESH_C037225	CHEBI_7821
MESH_C022999	CHEBI_4747
MESH_C024829	CHEBI_52617
MESH_D015082	CHEBI_30351
MESH_C064809	CHEBI_62527
MESH_C029497	CHEBI_81555
MESH_C055914	CHEBI_15634
MESH_C035157	CHEBI_16852
MESH_C015384	CHEBI_7579
MESH_C547345	CHEBI_36812
MESH_D014043	CHEBI_28502
MESH_C007017	CHEBI_1808
MESH_C003061	CHEBI_17302
MESH_C580784	CHEBI_7383
MESH_D011794	CHEBI_57694
MESH_C113825	CHEBI_8732
MESH_C056940	CHEBI_41070
MESH_D008050	CHEBI_58712
MESH_D014223	CHEBI_9671
MESH_C548874	CHEBI_64327
MESH_C510887	CHEBI_9242
MESH_C015769	CHEBI_90428
MESH_D000687	CHEBI_28057
MESH_C556859	CHEBI_23733
MESH_C005862	CHEBI_9755
MESH_C046016	CHEBI_83356
MESH_C402964	CHEBI_59963
MESH_C077465	CHEBI_37556
MESH_D015032	CHEBI_27363
MESH_C086810	CHEBI_87262
MESH_C037277	CHEBI_136775
MESH_C000618353	CHEBI_29503
MESH_C000620335	CHEBI_134712
MESH_C106812	CHEBI_31175
MESH_C464744	CHEBI_5986
MESH_C013638	CHEBI_69581
MESH_C013390	CHEBI_91020
MESH_D020358	CHEBI_26711
MESH_D058228	CHEBI_80342
MESH_C089871	CHEBI_72770
MESH_C016104	CHEBI_39483
MESH_C550453	CHEBI_65820
MESH_C112485	CHEBI_5354
MESH_C002155	CHEBI_2310
MESH_C000712367	CHEBI_39631
MESH_D001583	CHEBI_46700
MESH_D000069582	CHEBI_53760
MESH_D000376	CHEBI_17431
MESH_C421467	CHEBI_59226
MESH_C442771	CHEBI_77354
MESH_C013915	CHEBI_34584
MESH_C016195	CHEBI_17533
MESH_C040375	CHEBI_31970
MESH_C502503	CHEBI_132837
MESH_D004177	CHEBI_59033
MESH_C015752	CHEBI_53203
MESH_C479000	CHEBI_9371
MESH_C027387	CHEBI_34678
MESH_D002244	CHEBI_33415
MESH_C002352	CHEBI_44383
MESH_C540182	CHEBI_146227
MESH_C012811	CHEBI_135716
MESH_C107899	CHEBI_16766
MESH_C038131	CHEBI_31539
MESH_C079259	CHEBI_16952
MESH_C112666	CHEBI_31644
MESH_C032943	CHEBI_6900
MESH_C031819	CHEBI_58396
MESH_C006863	CHEBI_38737
MESH_D007288	CHEBI_17596
MESH_D000081082	CHEBI_50914
MESH_D000077484	CHEBI_63637
MESH_C000655019	CHEBI_143030
MESH_C115099	CHEBI_9110
MESH_D020843	CHEBI_18388
MESH_C542570	CHEBI_71199
MESH_D003401	CHEBI_57947
MESH_C048856	CHEBI_35124
MESH_D013662	CHEBI_28621
MESH_D005459	CHEBI_24060
MESH_C108897	CHEBI_75458
MESH_C016350	CHEBI_60777
MESH_D011068	CHEBI_8290
MESH_C010434	CHEBI_131732
MESH_C022186	CHEBI_10058
MESH_C022903	CHEBI_10956
MESH_C571083	CHEBI_171658
MESH_C018086	CHEBI_46643
MESH_C009649	CHEBI_9951
MESH_D015125	CHEBI_48981
MESH_C056827	CHEBI_140492
MESH_C020972	CHEBI_78782
MESH_C031335	CHEBI_28032
MESH_C005506	CHEBI_53201
MESH_C005817	CHEBI_1744
MESH_C022879	CHEBI_28332
MESH_C078206	CHEBI_63220
MESH_D004329	CHEBI_4717
MESH_C532085	CHEBI_28299
MESH_C569296	CHEBI_62168
MESH_C016675	CHEBI_32022
MESH_C028559	CHEBI_63934
MESH_C041512	CHEBI_34566
MESH_C517782	CHEBI_72312
MESH_C028936	CHEBI_32271
MESH_C021053	CHEBI_67547
MESH_C403206	CHEBI_15499
MESH_D008982	CHEBI_28685
MESH_C037924	CHEBI_135969
MESH_C037860	CHEBI_60976
MESH_C034375	CHEBI_9308
MESH_C024286	CHEBI_52818
MESH_C021594	CHEBI_73908
MESH_C037936	CHEBI_77474
MESH_C020979	CHEBI_29851
MESH_D015040	CHEBI_33342
MESH_C009587	CHEBI_50104
MESH_D000069287	CHEBI_31348
MESH_C461488	CHEBI_83537
MESH_D002116	CHEBI_3306
MESH_D019343	CHEBI_30769
MESH_C093581	CHEBI_37910
MESH_C004350	CHEBI_134887
MESH_D045782	CHEBI_35188
MESH_C039536	CHEBI_7911
MESH_C003384	CHEBI_9439
MESH_C449720	CHEBI_6099
MESH_C004369	CHEBI_17043
MESH_C540862	CHEBI_16000
MESH_C053078	CHEBI_15885
MESH_D000654	CHEBI_2673
MESH_C058966	CHEBI_5301
MESH_D012968	CHEBI_4907
MESH_D013747	CHEBI_64030
MESH_D017258	CHEBI_6716
MESH_C004807	CHEBI_144845
MESH_C011569	CHEBI_46319
MESH_C024361	CHEBI_65072
MESH_C002070	CHEBI_3087
MESH_C019466	CHEBI_36503
MESH_D008735	CHEBI_2089
MESH_D014750	CHEBI_143658
MESH_C534302	CHEBI_63196
MESH_C040969	CHEBI_34217
MESH_D009677	CHEBI_134756
MESH_D010621	CHEBI_71416
MESH_D013843	CHEBI_38326
MESH_D015313	CHEBI_3499
MESH_D002701	CHEBI_17698
MESH_C044815	CHEBI_50777
MESH_C076996	CHEBI_17703
MESH_C103930	CHEBI_57885
MESH_C034257	CHEBI_42023
MESH_C062916	CHEBI_76237
MESH_C434363	CHEBI_31733
MESH_C518946	CHEBI_5619
MESH_D004074	CHEBI_28544
MESH_C029617	CHEBI_31573
MESH_C000594918	CHEBI_34994
MESH_D008734	CHEBI_1576
MESH_D006912	CHEBI_38774
MESH_C501624	CHEBI_27949
MESH_C431863	CHEBI_33222
MESH_C028508	CHEBI_31291
MESH_C025397	CHEBI_224366
MESH_C007558	CHEBI_37946
MESH_C093787	CHEBI_31549
MESH_C015582	CHEBI_18252
MESH_C001411	CHEBI_65665
MESH_D000068581	CHEBI_71940
MESH_D019826	CHEBI_16359
MESH_C117403	CHEBI_60144
MESH_D002735	CHEBI_38206
MESH_C505184	CHEBI_60835
MESH_C001795	CHEBI_32128
MESH_C036716	CHEBI_32119
MESH_C088837	CHEBI_31939
MESH_C553445	CHEBI_179377
MESH_D000077156	CHEBI_49668
MESH_C054368	CHEBI_131848
MESH_C519406	CHEBI_132121
MESH_C018892	CHEBI_28074
MESH_C521368	CHEBI_151115
MESH_D011810	CHEBI_38771
MESH_C003387	CHEBI_143142
MESH_C024706	CHEBI_133172
MESH_C442248	CHEBI_10123
MESH_C011685	CHEBI_3133
MESH_C539209	CHEBI_27522
MESH_C022838	CHEBI_34887
MESH_C095863	CHEBI_86128
MESH_D028561	CHEBI_27081
MESH_C051450	CHEBI_132611
MESH_C117290	CHEBI_34032
MESH_C057180	CHEBI_139346
MESH_C044295	CHEBI_76979
MESH_C015560	CHEBI_31038
MESH_C079262	CHEBI_65243
MESH_C014637	CHEBI_18411
MESH_D008701	CHEBI_6820
MESH_C004315	CHEBI_3682
MESH_D017292	CHEBI_4708
MESH_C427248	CHEBI_50861
MESH_C567949	CHEBI_69377
MESH_C570574	CHEBI_8589
MESH_C025019	CHEBI_89185
MESH_C012474	CHEBI_89254
MESH_C517013	CHEBI_8773
MESH_D019307	CHEBI_43385
MESH_D000077553	CHEBI_31530
MESH_C057531	CHEBI_66104
MESH_D006540	CHEBI_24527
MESH_C463061	CHEBI_136847
MESH_C059517	CHEBI_5060
MESH_C029098	CHEBI_48834
MESH_C046434	CHEBI_60171
MESH_D011837	CHEBI_66987
MESH_C062671	CHEBI_39241
MESH_C000603996	CHEBI_179533
MESH_C020262	CHEBI_17278
MESH_D001545	CHEBI_64187
MESH_C561024	CHEBI_27776
MESH_D002762	CHEBI_28940
MESH_C067028	CHEBI_9194
MESH_C012482	CHEBI_18280
MESH_C032881	CHEBI_16975
MESH_D004074	CHEBI_145796
MESH_C002022	CHEBI_63153
MESH_C031523	CHEBI_27973
MESH_D004143	CHEBI_534
MESH_C008642	CHEBI_78348
MESH_C005249	CHEBI_31910
MESH_C526457	CHEBI_2482
MESH_C034009	CHEBI_55553
MESH_C100146	CHEBI_27796
MESH_C002587	CHEBI_83517
MESH_C036312	CHEBI_83458
MESH_D007480	CHEBI_5951
MESH_C493870	CHEBI_72292
MESH_C007076	CHEBI_23316
MESH_D002164	CHEBI_36773
MESH_C451427	CHEBI_82048
MESH_C555523	CHEBI_5518
MESH_D006221	CHEBI_5615
MESH_C473637	CHEBI_31021
MESH_C540737	CHEBI_6507
MESH_C042155	CHEBI_138870
MESH_C042290	CHEBI_28341
MESH_C035638	CHEBI_46613
MESH_C034784	CHEBI_7714
MESH_C082644	CHEBI_77789
MESH_C031280	CHEBI_17241
MESH_C000656575	CHEBI_145435
MESH_C011006	CHEBI_18292
MESH_C508039	CHEBI_36513
MESH_C007836	CHEBI_17447
MESH_C417978	CHEBI_81793
MESH_C539391	CHEBI_86903
MESH_C004690	CHEBI_18417
MESH_D011754	CHEBI_8682
MESH_D062365	CHEBI_22494
MESH_C012488	CHEBI_30933
MESH_C093844	CHEBI_32016
MESH_C494385	CHEBI_64344
MESH_C014705	CHEBI_16268
MESH_D019802	CHEBI_15741
MESH_D019833	CHEBI_74224
MESH_C087058	CHEBI_81970
MESH_C004917	CHEBI_34273
MESH_C106940	CHEBI_2990
MESH_C037683	CHEBI_3569
MESH_C073330	CHEBI_34896
MESH_C032490	CHEBI_3245
MESH_C051361	CHEBI_76357
MESH_C047580	CHEBI_2944
MESH_C522626	CHEBI_37479
MESH_D037341	CHEBI_38224
MESH_D002441	CHEBI_3507
MESH_D000077291	CHEBI_9448
MESH_C005584	CHEBI_27623
MESH_D000409	CHEBI_16977
MESH_C013579	CHEBI_31737
MESH_C044612	CHEBI_35628
MESH_D026603	CHEBI_48094
MESH_C002889	CHEBI_1941
MESH_C034193	CHEBI_34043
MESH_D017738	CHEBI_47901
MESH_C055603	CHEBI_135771
MESH_C038950	CHEBI_3503
MESH_D047311	CHEBI_57545
MESH_C000588939	CHEBI_35647
MESH_D010135	CHEBI_84060
MESH_C027385	CHEBI_32223
MESH_C013283	CHEBI_88728
MESH_D002749	CHEBI_50931
MESH_C031060	CHEBI_32114
MESH_C050927	CHEBI_44302
MESH_C055576	CHEBI_5409
MESH_C071349	CHEBI_61028
MESH_D002354	CHEBI_3437
MESH_D003565	CHEBI_17239
MESH_C007116	CHEBI_3867
MESH_C527966	CHEBI_141530
MESH_C438412	CHEBI_8
MESH_C016403	CHEBI_920
MESH_C031651	CHEBI_47571
MESH_C106126	CHEBI_29679
MESH_D005563	CHEBI_52343
MESH_C052277	CHEBI_60470
MESH_C506967	CHEBI_149636
MESH_C043592	CHEBI_16072
MESH_D011166	CHEBI_26214
MESH_C120662	CHEBI_59199
MESH_D006046	CHEBI_59965
MESH_C015441	CHEBI_18412
MESH_C569780	CHEBI_61482
MESH_C008033	CHEBI_72783
MESH_C012210	CHEBI_39041
MESH_C539425	CHEBI_4372
MESH_D008774	CHEBI_6887
MESH_C002757	CHEBI_46816
MESH_C001824	CHEBI_73169
MESH_D047069	CHEBI_83328
MESH_C499987	CHEBI_142282
MESH_C014713	CHEBI_35986
MESH_D009841	CHEBI_7754
MESH_C014549	CHEBI_67252
MESH_D004159	CHEBI_4640
MESH_C553805	CHEBI_80914
MESH_C108829	CHEBI_176803
MESH_D013833	CHEBI_9533
MESH_C093622	CHEBI_48273
MESH_C093415	CHEBI_37370
MESH_D010626	CHEBI_49000
MESH_C066045	CHEBI_15425
MESH_C014682	CHEBI_82347
MESH_C068511	CHEBI_8274
MESH_C066041	CHEBI_1307
MESH_D019791	CHEBI_42820
MESH_C049860	CHEBI_125612
MESH_C011298	CHEBI_6738
MESH_D005664	CHEBI_5195
MESH_C028982	CHEBI_78671
MESH_C112669	CHEBI_73727
MESH_C060998	CHEBI_16579
MESH_D001729	CHEBI_33301
MESH_C009484	CHEBI_139518
MESH_C104495	CHEBI_142819
MESH_C028405	CHEBI_10432
MESH_C012262	CHEBI_59692
MESH_C015946	CHEBI_46750
MESH_C043464	CHEBI_55515
MESH_D002726	CHEBI_16112
MESH_C000590799	CHEBI_57950
MESH_C013771	CHEBI_135426
MESH_C547246	CHEBI_48980
MESH_C018118	CHEBI_40407
MESH_C012343	CHEBI_5569
MESH_C057128	CHEBI_27770
MESH_D011070	CHEBI_84491
MESH_C009779	CHEBI_29631
MESH_C000593471	CHEBI_90929
MESH_C009146	CHEBI_93295
MESH_D000077743	CHEBI_23847
MESH_C066895	CHEBI_60536
MESH_D002554	CHEBI_23079
MESH_C000619648	CHEBI_140318
MESH_C053304	CHEBI_5281
MESH_C009560	CHEBI_18123
MESH_C020611	CHEBI_57782
MESH_D005473	CHEBI_86992
MESH_D001387	CHEBI_2953
MESH_C078669	CHEBI_10217
MESH_C000611054	CHEBI_139579
MESH_C032527	CHEBI_87347
MESH_C058807	CHEBI_136814
MESH_C018458	CHEBI_17100
MESH_C017282	CHEBI_50883
MESH_C405057	CHEBI_66740
MESH_D010758	CHEBI_28659
MESH_D012862	CHEBI_9171
MESH_C083904	CHEBI_74931
MESH_C048281	CHEBI_156688
MESH_C103727	CHEBI_34878
MESH_C000715385	CHEBI_27911
MESH_D015091	CHEBI_57966
MESH_C069914	CHEBI_69475
MESH_C443808	CHEBI_30622
MESH_C064210	CHEBI_38330
MESH_D006603	CHEBI_24592
MESH_C051904	CHEBI_144400
MESH_D000072743	CHEBI_10362
MESH_D058955	CHEBI_137980
MESH_D010917	CHEBI_8255
MESH_D005643	CHEBI_33984
MESH_D011700	CHEBI_17148
MESH_C046771	CHEBI_51469
MESH_C001317	CHEBI_15728
MESH_C103510	CHEBI_31816
MESH_C059571	CHEBI_604731
MESH_D000806	CHEBI_35457
MESH_C042519	CHEBI_137700
MESH_C084334	CHEBI_15498
MESH_C499840	CHEBI_147422
MESH_C016527	CHEBI_68352
MESH_C501333	CHEBI_138961
MESH_C533799	CHEBI_71560
MESH_C036017	CHEBI_17416
MESH_C001505	CHEBI_11851
MESH_C005871	CHEBI_46936
MESH_C033560	CHEBI_31307
MESH_C030957	CHEBI_49747
MESH_C052425	CHEBI_134999
MESH_C027947	CHEBI_47077
MESH_C030669	CHEBI_131496
MESH_D011102	CHEBI_53537
MESH_C030659	CHEBI_73772
MESH_C120176	CHEBI_32906
MESH_D010569	CHEBI_29861
MESH_C009744	CHEBI_89446
MESH_C053079	CHEBI_9414
MESH_C066656	CHEBI_37150
MESH_D020888	CHEBI_63638
MESH_C533760	CHEBI_138036
MESH_C110228	CHEBI_19333
MESH_C534617	CHEBI_30231
MESH_C003552	CHEBI_78600
MESH_C058602	CHEBI_48362
MESH_D019808	CHEBI_6541
MESH_C011746	CHEBI_52316
MESH_C018928	CHEBI_133213
MESH_C487513	CHEBI_144984
MESH_C066014	CHEBI_28801
MESH_C004925	CHEBI_28216
MESH_C581192	CHEBI_53566
MESH_C010117	CHEBI_1387
MESH_C000629298	CHEBI_141284
MESH_C028636	CHEBI_133119
MESH_C432927	CHEBI_65416
MESH_C017294	CHEBI_34746
MESH_C037445	CHEBI_176517
MESH_D009705	CHEBI_33838
MESH_C016715	CHEBI_540787
MESH_C084784	CHEBI_135281
MESH_C030665	CHEBI_27139
MESH_C109505	CHEBI_17390
MESH_D015311	CHEBI_3489
MESH_C041573	CHEBI_32155
MESH_C458510	CHEBI_17292
MESH_C023973	CHEBI_38978
MESH_C046051	CHEBI_91172
MESH_C017447	CHEBI_15487
MESH_C015905	CHEBI_73514
MESH_D001464	CHEBI_32594
MESH_C061387	CHEBI_143225
MESH_C442201	CHEBI_35212
MESH_C009546	CHEBI_28621
MESH_C525072	CHEBI_16458
MESH_C010504	CHEBI_53571
MESH_C530071	CHEBI_65010
MESH_C009021	CHEBI_8381
MESH_C433224	CHEBI_141405
MESH_D003857	CHEBI_16450
MESH_D065105	CHEBI_59321
MESH_C002185	CHEBI_3580
MESH_C030762	CHEBI_8473
MESH_D019789	CHEBI_44296
MESH_D014577	CHEBI_27258
MESH_C025340	CHEBI_86368
MESH_D014750	CHEBI_28445
MESH_C031467	CHEBI_28421
MESH_C554095	CHEBI_32934
MESH_C026398	CHEBI_4512
MESH_C078389	CHEBI_16453
MESH_C037486	CHEBI_6692
MESH_D020011	CHEBI_50267
MESH_C087566	CHEBI_47619
MESH_C008928	CHEBI_134868
MESH_C415745	CHEBI_156219
MESH_C047353	CHEBI_16114
MESH_D000077483	CHEBI_9919
MESH_C031149	CHEBI_17497
MESH_D015773	CHEBI_4786
MESH_C550088	CHEBI_81822
MESH_C029973	CHEBI_17973
MESH_D012833	CHEBI_48138
MESH_C586007	CHEBI_138656
MESH_C066408	CHEBI_27994
MESH_C001352	CHEBI_58148
MESH_C068082	CHEBI_4472
MESH_C025223	CHEBI_47032
MESH_C013686	CHEBI_48664
MESH_C551415	CHEBI_50387
MESH_D001279	CHEBI_2914
MESH_C014635	CHEBI_75323
MESH_C462105	CHEBI_31115
MESH_C051437	CHEBI_27725
MESH_C052634	CHEBI_4566
MESH_C476812	CHEBI_74957
MESH_D008942	CHEBI_50729
MESH_D008628	CHEBI_16170
MESH_C001278	CHEBI_46703
MESH_C012266	CHEBI_4314
MESH_C553989	CHEBI_77438
MESH_C501413	CHEBI_32195
MESH_C030613	CHEBI_60759
MESH_C063035	CHEBI_79763
MESH_C021639	CHEBI_48363
MESH_C000612166	CHEBI_140376
MESH_C079712	CHEBI_63906
MESH_C015651	CHEBI_57890
MESH_C055802	CHEBI_51749
MESH_C006377	CHEBI_7207
MESH_C037815	CHEBI_9451
MESH_C086635	CHEBI_89310
MESH_C062678	CHEBI_132386
MESH_C526354	CHEBI_50061
MESH_C031403	CHEBI_17484
MESH_C011369	CHEBI_26984
MESH_C410009	CHEBI_74921
MESH_C119737	CHEBI_50207
MESH_C028467	CHEBI_33979
MESH_C092103	CHEBI_20469
MESH_C093390	CHEBI_31762
MESH_D013841	CHEBI_48893
MESH_C043103	CHEBI_36605
MESH_C476509	CHEBI_38604
MESH_C086826	CHEBI_35001
MESH_D014499	CHEBI_9884
MESH_D018967	CHEBI_8871
MESH_C096808	CHEBI_138112
MESH_D009602	CHEBI_35803
MESH_C550311	CHEBI_6142
MESH_D064586	CHEBI_18170
MESH_C087920	CHEBI_10443
MESH_C032592	CHEBI_62084
MESH_D014357	CHEBI_9765
MESH_D013426	CHEBI_77780
MESH_C012716	CHEBI_31199
MESH_D005447	CHEBI_5109
MESH_C000611789	CHEBI_48541
MESH_C006480	CHEBI_91768
MESH_D013627	CHEBI_32178
MESH_C439965	CHEBI_39112
MESH_C048068	CHEBI_62657
MESH_C035736	CHEBI_17859
MESH_C005230	CHEBI_17453
MESH_C073147	CHEBI_27793
MESH_C030345	CHEBI_60724
MESH_C008869	CHEBI_32980
MESH_C020386	CHEBI_16726
MESH_C439365	CHEBI_61072
MESH_D019840	CHEBI_17824
MESH_C017186	CHEBI_85260
MESH_C402769	CHEBI_141969
MESH_C076761	CHEBI_17023
MESH_C024553	CHEBI_30952
MESH_C531190	CHEBI_61344
MESH_D000075163	CHEBI_33963
MESH_C005731	CHEBI_7921
MESH_C023754	CHEBI_63629
MESH_D016718	CHEBI_15843
MESH_C011865	CHEBI_76792
MESH_D017332	CHEBI_3561
MESH_C033391	CHEBI_134810
MESH_C451418	CHEBI_4895
MESH_C025565	CHEBI_19092
MESH_D000077211	CHEBI_46557
MESH_C492921	CHEBI_50283
MESH_D012694	CHEBI_17115
MESH_C055085	CHEBI_50749
MESH_C078071	CHEBI_91583
MESH_C100190	CHEBI_135324
MESH_C016949	CHEBI_17752
MESH_C430707	CHEBI_3629
MESH_C031492	CHEBI_28837
MESH_D002492	CHEBI_35488
MESH_C075375	CHEBI_5543
MESH_C001996	CHEBI_582124
MESH_D010772	CHEBI_61432
MESH_C000608800	CHEBI_143205
MESH_C051122	CHEBI_10037
MESH_C576302	CHEBI_5628
MESH_D008996	CHEBI_38623
MESH_C514921	CHEBI_53581
MESH_D012266	CHEBI_45506
MESH_C005906	CHEBI_28635
MESH_C036489	CHEBI_28888
MESH_C017911	CHEBI_134261
MESH_C010831	CHEBI_34593
MESH_D008793	CHEBI_31841
MESH_C084811	CHEBI_135012
MESH_C466664	CHEBI_68708
MESH_C037067	CHEBI_69136
MESH_C072774	CHEBI_31761
MESH_C075812	CHEBI_138105
MESH_C005936	CHEBI_65015
MESH_C059803	CHEBI_29632
MESH_C040239	CHEBI_48496
MESH_C061679	CHEBI_31247
MESH_C018201	CHEBI_89878
MESH_C054777	CHEBI_63170
MESH_C063924	CHEBI_32000
MESH_C553587	CHEBI_94186
MESH_C010714	CHEBI_31502
MESH_C005858	CHEBI_46149
MESH_D012172	CHEBI_17898
MESH_D002703	CHEBI_36703
MESH_C000615232	CHEBI_36930
MESH_C028726	CHEBI_50104
MESH_C121853	CHEBI_177199
MESH_C053541	CHEBI_39589
MESH_C044986	CHEBI_45097
MESH_C452802	CHEBI_4553
MESH_D013720	CHEBI_9440
MESH_D001464	CHEBI_32595
MESH_C046412	CHEBI_52051
MESH_C474132	CHEBI_55329
MESH_C052549	CHEBI_77363
MESH_D013999	CHEBI_9599
MESH_D013141	CHEBI_33599
MESH_C019492	CHEBI_1905
MESH_C006647	CHEBI_82295
MESH_C518013	CHEBI_16829
MESH_C058254	CHEBI_9137
MESH_D019287	CHEBI_35176
MESH_D009538	CHEBI_39162
MESH_D017672	CHEBI_51143
MESH_C064279	CHEBI_30348
MESH_D014542	CHEBI_16695
MESH_C057223	CHEBI_39370
MESH_C010922	CHEBI_23774
MESH_D013763	CHEBI_67016
MESH_C069880	CHEBI_134391
MESH_C001969	CHEBI_34520
MESH_D016642	CHEBI_3219
MESH_D019000	CHEBI_37788
MESH_C027957	CHEBI_133530
MESH_C026690	CHEBI_35458
MESH_C004726	CHEBI_35290
MESH_D007190	CHEBI_5893
MESH_D050257	CHEBI_60832
MESH_C508216	CHEBI_25296
MESH_C408480	CHEBI_169988
MESH_C006442	CHEBI_71609
MESH_C033787	CHEBI_82661
MESH_C554603	CHEBI_87506
MESH_C004822	CHEBI_4592
MESH_C012047	CHEBI_88258
MESH_C061091	CHEBI_134301
MESH_C093882	CHEBI_63460
MESH_C028523	CHEBI_64811
MESH_C013706	CHEBI_75437
MESH_D004137	CHEBI_34718
MESH_C007488	CHEBI_53070
MESH_C017160	CHEBI_4042
MESH_C534304	CHEBI_171913
MESH_C098363	CHEBI_146143
MESH_C006710	CHEBI_82437
MESH_C005218	CHEBI_39275
MESH_C495657	CHEBI_34026
MESH_C009845	CHEBI_64305
MESH_C016537	CHEBI_87065
MESH_C574276	CHEBI_90851
MESH_D014364	CHEBI_32730
MESH_C076402	CHEBI_16472
MESH_C501855	CHEBI_34125
MESH_D002922	CHEBI_61275
MESH_C038506	CHEBI_133073
MESH_D008656	CHEBI_6784
MESH_D018020	CHEBI_33298
MESH_C054409	CHEBI_3230
MESH_C039590	CHEBI_19032
MESH_C011947	CHEBI_32446
MESH_C556327	CHEBI_83372
MESH_D002074	CHEBI_22951
MESH_C087237	CHEBI_9914
MESH_C044111	CHEBI_5678
MESH_C056855	CHEBI_16608
MESH_C561047	CHEBI_77064
MESH_C029167	CHEBI_135563
MESH_C000655605	CHEBI_136855
MESH_C103505	CHEBI_90724
MESH_C030906	CHEBI_52139
MESH_D003070	CHEBI_57682
MESH_D009536	CHEBI_17154
MESH_D000069605	CHEBI_31933
MESH_C113438	CHEBI_9136
MESH_D063387	CHEBI_73413
MESH_C505730	CHEBI_78540
MESH_C005004	CHEBI_134212
MESH_C010634	CHEBI_75227
MESH_C025298	CHEBI_64681
MESH_D007538	CHEBI_6030
MESH_C038085	CHEBI_1543
MESH_C000598073	CHEBI_25682
MESH_C056782	CHEBI_58077
MESH_C103325	CHEBI_132612
MESH_C082290	CHEBI_30627
MESH_C007201	CHEBI_16486
MESH_D050071	CHEBI_50646
MESH_D011691	CHEBI_17939
MESH_C105003	CHEBI_18131
MESH_D061466	CHEBI_31781
MESH_C092018	CHEBI_42946
MESH_D013107	CHEBI_26739
MESH_D015120	CHEBI_74514
MESH_D013682	CHEBI_30049
MESH_C070411	CHEBI_3956
MESH_C112799	CHEBI_69373
MESH_D019301	CHEBI_16196
MESH_D000069347	CHEBI_53509
MESH_C057348	CHEBI_61725
MESH_C493275	CHEBI_34277
MESH_C082871	CHEBI_73380
MESH_D009553	CHEBI_7575
MESH_C056817	CHEBI_1322
MESH_C004782	CHEBI_156286
MESH_C080260	CHEBI_132230
MESH_C059481	CHEBI_8917
MESH_C013091	CHEBI_17460
MESH_C014134	CHEBI_29657
MESH_C061017	CHEBI_34823
MESH_C053026	CHEBI_39357
MESH_C528768	CHEBI_61341
MESH_C035011	CHEBI_6999
MESH_C470235	CHEBI_31775
MESH_C015340	CHEBI_135082
MESH_C060415	CHEBI_30793
MESH_D001712	CHEBI_3112
MESH_C005674	CHEBI_178084
MESH_C027218	CHEBI_77957
MESH_C036585	CHEBI_27493
MESH_C037080	CHEBI_10032
MESH_D010878	CHEBI_8232
MESH_C485199	CHEBI_9205
MESH_D000077722	CHEBI_34618
MESH_D002715	CHEBI_31394
MESH_C472765	CHEBI_59296
MESH_C006361	CHEBI_156450
MESH_D007502	CHEBI_38157
MESH_C027600	CHEBI_48500
MESH_C011083	CHEBI_8321
MESH_C000600110	CHEBI_176975
MESH_C037574	CHEBI_34856
MESH_C028797	CHEBI_8354
MESH_C109532	CHEBI_79385
MESH_D001976	CHEBI_20552
MESH_C469540	CHEBI_75432
MESH_C000604532	CHEBI_145738
MESH_C000588862	CHEBI_60619
MESH_D000068679	CHEBI_31536
MESH_D003520	CHEBI_4026
MESH_C040776	CHEBI_34450
MESH_C085664	CHEBI_136417
MESH_C007112	CHEBI_28322
MESH_C039424	CHEBI_73605
