Chemical.meshID	Chemical.chebiID
MESH_C010240	CHEBI_28279
MESH_C561526	CHEBI_137359
MESH_C016341	CHEBI_32350
MESH_C530493	CHEBI_144575
MESH_D015761	CHEBI_34385
MESH_C050557	CHEBI_57779
MESH_D001386	CHEBI_22680
MESH_C571114	CHEBI_6053
MESH_D018759	CHEBI_35640
MESH_C024078	CHEBI_18353
MESH_C000234	CHEBI_53741
MESH_C097285	CHEBI_64191
MESH_C000591134	CHEBI_52086
MESH_C079003	CHEBI_28304
MESH_C015943	CHEBI_156530
MESH_D010971	CHEBI_17757
MESH_D015064	CHEBI_141046
MESH_C035394	CHEBI_5108
MESH_C045573	CHEBI_57703
MESH_C009805	CHEBI_9775
MESH_C479506	CHEBI_8241
MESH_C060690	CHEBI_172396
MESH_C088327	CHEBI_125354
MESH_C007261	CHEBI_16764
MESH_C587542	CHEBI_78766
MESH_C100275	CHEBI_135329
MESH_C042836	CHEBI_27468
MESH_C007884	CHEBI_136516
MESH_C112174	CHEBI_31054
MESH_C011301	CHEBI_6797
MESH_D006002	CHEBI_27471
MESH_C501856	CHEBI_34125
MESH_D005503	CHEBI_64047
MESH_C028175	CHEBI_60607
MESH_C000293	CHEBI_29547
MESH_C058318	CHEBI_6253
MESH_C007946	CHEBI_36332
MESH_C116473	CHEBI_30588
MESH_C045358	CHEBI_52991
MESH_C432473	CHEBI_38412
MESH_C491566	CHEBI_38588
MESH_C000589325	CHEBI_147412
MESH_C026133	CHEBI_8647
MESH_D000077589	CHEBI_9337
MESH_C005303	CHEBI_30372
MESH_C038329	CHEBI_72733
MESH_C005038	CHEBI_85981
MESH_C032372	CHEBI_29655
MESH_D010918	CHEBI_50212
MESH_D007451	CHEBI_31703
MESH_C026500	CHEBI_18071
MESH_C481028	CHEBI_147368
MESH_C100148	CHEBI_120
MESH_C028765	CHEBI_4648
MESH_C012217	CHEBI_3038
MESH_C522509	CHEBI_53574
MESH_D001591	CHEBI_134500
MESH_C052970	CHEBI_60883
MESH_D010725	CHEBI_17287
MESH_C421182	CHEBI_37420
MESH_C038315	CHEBI_27977
MESH_C025203	CHEBI_46234
MESH_D003708	CHEBI_111762
MESH_D005679	CHEBI_84118
MESH_D008937	CHEBI_25357
MESH_C031201	CHEBI_89853
MESH_C000600259	CHEBI_145373
MESH_C103670	CHEBI_32212
MESH_C021013	CHEBI_28284
MESH_C049333	CHEBI_1581
MESH_C029908	CHEBI_34249
MESH_C512003	CHEBI_28891
MESH_D000198	CHEBI_9215
MESH_D014280	CHEBI_17855
MESH_C037032	CHEBI_5262
MESH_C072379	CHEBI_8805
MESH_C114883	CHEBI_9230
MESH_C525992	CHEBI_166855
MESH_C093533	CHEBI_4790
MESH_C045384	CHEBI_135748
MESH_D013450	CHEBI_35850
MESH_D004227	CHEBI_42160
MESH_C005566	CHEBI_45133
MESH_D000071228	CHEBI_61446
MESH_C088124	CHEBI_28189
MESH_C111332	CHEBI_135938
MESH_C008301	CHEBI_55493
MESH_D009655	CHEBI_141486
MESH_C007702	CHEBI_84162
MESH_C056802	CHEBI_77994
MESH_C031451	CHEBI_71216
MESH_C110286	CHEBI_8982
MESH_C027327	CHEBI_36612
MESH_C009661	CHEBI_9976
MESH_C051061	CHEBI_86012
MESH_C012375	CHEBI_30841
MESH_D008095	CHEBI_16325
MESH_C000632607	CHEBI_167664
MESH_C011114	CHEBI_6320
MESH_D001895	CHEBI_51707
MESH_C575772	CHEBI_15833
MESH_C513692	CHEBI_143706
MESH_D010424	CHEBI_7983
MESH_C013147	CHEBI_44247
MESH_C042416	CHEBI_58103
MESH_C058083	CHEBI_91784
MESH_D007487	CHEBI_81496
MESH_C005409	CHEBI_75372
MESH_C046733	CHEBI_3828
MESH_D008024	CHEBI_52214
MESH_C556400	CHEBI_53285
MESH_C012275	CHEBI_28898
MESH_D013469	CHEBI_32168
MESH_C001199	CHEBI_4923
MESH_D006401	CHEBI_50248
MESH_C037055	CHEBI_7524
MESH_C030190	CHEBI_8927
MESH_C054097	CHEBI_53474
MESH_C013647	CHEBI_34921
MESH_C009614	CHEBI_9783
MESH_C005261	CHEBI_17646
MESH_D006155	CHEBI_15820
MESH_D014530	CHEBI_17659
MESH_C514130	CHEBI_66163
MESH_C049534	CHEBI_18136
MESH_C012381	CHEBI_28238
MESH_C059613	CHEBI_48558
MESH_D001737	CHEBI_18138
MESH_C070766	CHEBI_28616
MESH_C005618	CHEBI_41001
MESH_C588285	CHEBI_156120
MESH_C479163	CHEBI_71200
MESH_C109854	CHEBI_8183
MESH_C000613826	CHEBI_135918
MESH_C007925	CHEBI_38792
MESH_C487002	CHEBI_88390
MESH_C013321	CHEBI_36967
MESH_C035650	CHEBI_73804
MESH_D019308	CHEBI_15756
MESH_C429845	CHEBI_2268
MESH_C001522	CHEBI_6389
MESH_D001590	CHEBI_3048
MESH_C025042	CHEBI_38008
MESH_C009131	CHEBI_46938
MESH_C547162	CHEBI_59694
MESH_C002754	CHEBI_71533
MESH_C031174	CHEBI_81608
MESH_D001246	CHEBI_30416
MESH_C020408	CHEBI_34476
MESH_D016085	CHEBI_50141
MESH_C083295	CHEBI_147403
MESH_C446481	CHEBI_601027
MESH_C000228	CHEBI_2825
MESH_C000712048	CHEBI_49130
MESH_C007350	CHEBI_7590
MESH_C009656	CHEBI_135442
MESH_D013925	CHEBI_3783
MESH_C072370	CHEBI_71639
MESH_C055845	CHEBI_31395
MESH_C002347	CHEBI_74766
MESH_C001765	CHEBI_4036
MESH_C060022	CHEBI_31698
MESH_C013619	CHEBI_64469
MESH_D000077591	CHEBI_27961
MESH_C041190	CHEBI_82235
MESH_D054811	CHEBI_60836
MESH_C014968	CHEBI_31747
MESH_D002998	CHEBI_3756
MESH_C000606701	CHEBI_74876
MESH_C005692	CHEBI_39949
MESH_C041707	CHEBI_90046
MESH_C007913	CHEBI_28271
MESH_C003741	CHEBI_17976
MESH_D010866	CHEBI_7488
MESH_C013102	CHEBI_32365
MESH_C011632	CHEBI_15350
MESH_C557413	CHEBI_68845
MESH_C001155	CHEBI_77691
MESH_C470524	CHEBI_66291
MESH_D014639	CHEBI_35170
MESH_C415032	CHEBI_75251
MESH_C000864	CHEBI_62737
MESH_D011478	CHEBI_33386
MESH_C514781	CHEBI_59528
MESH_D008140	CHEBI_6539
MESH_C032438	CHEBI_50678
MESH_D004246	CHEBI_4290
MESH_C529466	CHEBI_156357
MESH_C001972	CHEBI_28735
MESH_C024731	CHEBI_33590
MESH_C013658	CHEBI_16052
MESH_C070760	CHEBI_9053
MESH_C046652	CHEBI_50019
MESH_C010571	CHEBI_75373
MESH_D005469	CHEBI_31625
MESH_C484864	CHEBI_91399
MESH_C085911	CHEBI_65329
MESH_C521475	CHEBI_165745
MESH_C000709829	CHEBI_5070
MESH_C011107	CHEBI_41865
MESH_C511643	CHEBI_67915
MESH_C051143	CHEBI_29147
MESH_C008916	CHEBI_44933
MESH_C075673	CHEBI_65768
MESH_C026246	CHEBI_48999
MESH_C577220	CHEBI_145536
MESH_C009194	CHEBI_85805
MESH_D018011	CHEBI_33303
MESH_C077053	CHEBI_91323
MESH_C032519	CHEBI_33135
MESH_C042686	CHEBI_5768
MESH_C005003	CHEBI_28503
MESH_C014173	CHEBI_39162
MESH_C468268	CHEBI_167629
MESH_C121345	CHEBI_291342
MESH_C520571	CHEBI_147398
MESH_C054920	CHEBI_47544
MESH_C034064	CHEBI_39740
MESH_C090179	CHEBI_33809
MESH_C008667	CHEBI_73261
MESH_C036083	CHEBI_16315
MESH_C084640	CHEBI_81297
MESH_C008196	CHEBI_15819
MESH_C452423	CHEBI_49960
MESH_C054871	CHEBI_31717
MESH_C076840	CHEBI_39348
MESH_D006886	CHEBI_5801
MESH_C080417	CHEBI_34432
MESH_D000246	CHEBI_37463
MESH_C005671	CHEBI_31946
MESH_C075356	CHEBI_134349
MESH_C052064	CHEBI_65457
MESH_D009327	CHEBI_78878
MESH_D004160	CHEBI_4641
MESH_C019511	CHEBI_145992
MESH_C470931	CHEBI_165217
MESH_D015725	CHEBI_46081
MESH_C009893	CHEBI_42539
MESH_C025034	CHEBI_31521
MESH_C053001	CHEBI_134512
MESH_C102988	CHEBI_38815
MESH_C071795	CHEBI_756
MESH_D008362	CHEBI_25169
MESH_C024713	CHEBI_41253
MESH_C079530	CHEBI_138169
MESH_D013773	CHEBI_6432
MESH_C009571	CHEBI_85318
MESH_D002328	CHEBI_3419
MESH_C034047	CHEBI_28054
MESH_C009489	CHEBI_9592
MESH_C547385	CHEBI_138314
MESH_C080613	CHEBI_75839
MESH_C017978	CHEBI_76249
MESH_C000714108	CHEBI_167176
MESH_C006041	CHEBI_38962
MESH_C482259	CHEBI_140306
MESH_C016131	CHEBI_9463
MESH_C003390	CHEBI_188648
MESH_C473307	CHEBI_32322
MESH_D017665	CHEBI_29191
MESH_C063209	CHEBI_50602
MESH_C005448	CHEBI_17553
MESH_C077860	CHEBI_132649
MESH_D017739	CHEBI_33555
MESH_C473343	CHEBI_143911
MESH_C494902	CHEBI_132792
MESH_C007904	CHEBI_27943
MESH_C105478	CHEBI_147043
MESH_D003024	CHEBI_3766
MESH_C036468	CHEBI_17854
MESH_C013108	CHEBI_33963
MESH_C104880	CHEBI_62480
MESH_D000523	CHEBI_763
MESH_C037955	CHEBI_15668
MESH_C025589	CHEBI_7719
MESH_C509176	CHEBI_86556
MESH_D010653	CHEBI_48574
MESH_C459379	CHEBI_77774
MESH_C015891	CHEBI_89363
MESH_C020176	CHEBI_135336
MESH_C003142	CHEBI_8200
MESH_D010716	CHEBI_28874
MESH_D007661	CHEBI_24978
MESH_C000613027	CHEBI_53377
MESH_C549215	CHEBI_57714
MESH_C509427	CHEBI_132881
MESH_C000628589	CHEBI_3057
MESH_C000615299	CHEBI_37970
MESH_D002331	CHEBI_16347
MESH_D005711	CHEBI_34772
MESH_C062437	CHEBI_5597
MESH_C000617042	CHEBI_33361
MESH_D012834	CHEBI_9141
MESH_C098223	CHEBI_60868
MESH_D005707	CHEBI_30778
MESH_C500457	CHEBI_75425
MESH_C575062	CHEBI_87363
MESH_D004639	CHEBI_149552
MESH_C115354	CHEBI_47097
MESH_C039879	CHEBI_18080
MESH_D007369	CHEBI_36710
MESH_C072212	CHEBI_131850
MESH_C081281	CHEBI_88735
MESH_C501502	CHEBI_91111
MESH_C001864	CHEBI_38495
MESH_C012873	CHEBI_17713
MESH_C042347	CHEBI_4116
MESH_C108480	CHEBI_39428
MESH_C037113	CHEBI_27491
MESH_C006453	CHEBI_2596
MESH_C520460	CHEBI_169442
MESH_C037350	CHEBI_16324
MESH_C009621	CHEBI_60468
MESH_C524466	CHEBI_50271
MESH_C480546	CHEBI_36485
MESH_D020106	CHEBI_28619
MESH_C058951	CHEBI_80788
MESH_C014632	CHEBI_33574
MESH_D008063	CHEBI_30314
MESH_D002751	CHEBI_27644
MESH_C014926	CHEBI_135105
MESH_C534620	CHEBI_61432
MESH_D037741	CHEBI_33416
MESH_D061065	CHEBI_26188
MESH_C521273	CHEBI_68850
MESH_C000615208	CHEBI_37004
MESH_C510888	CHEBI_52342
MESH_C056189	CHEBI_23686
MESH_D008742	CHEBI_89206
MESH_D064805	CHEBI_6438
MESH_C410426	CHEBI_51855
MESH_C016562	CHEBI_20601
MESH_D000077404	CHEBI_530615
MESH_D011480	CHEBI_60258
MESH_C025910	CHEBI_9349
MESH_C416807	CHEBI_61477
MESH_D004793	CHEBI_50242
MESH_C015816	CHEBI_68169
MESH_C046965	CHEBI_116962
MESH_C005298	CHEBI_309594
MESH_C423902	CHEBI_5972
MESH_D000077157	CHEBI_50924
MESH_C522667	CHEBI_71253
MESH_C036435	CHEBI_137404
MESH_D000068677	CHEBI_58987
MESH_C073076	CHEBI_2805
MESH_C075528	CHEBI_80888
MESH_C003117	CHEBI_8121
MESH_D011219	CHEBI_135560
MESH_C009762	CHEBI_69060
MESH_C538777	CHEBI_174189
MESH_C050426	CHEBI_78330
MESH_C008230	CHEBI_30882
MESH_C001381	CHEBI_71182
MESH_C473688	CHEBI_69023
MESH_C007220	CHEBI_34664
MESH_D000077266	CHEBI_63611
MESH_D018755	CHEBI_51373
MESH_C058644	CHEBI_15499
MESH_D000777	CHEBI_38867
MESH_D007854	CHEBI_27889
MESH_C010925	CHEBI_17189
MESH_D019811	CHEBI_15429
MESH_C031136	CHEBI_18404
MESH_C028372	CHEBI_41150
MESH_C054074	CHEBI_7572
MESH_C000100	CHEBI_31230
MESH_D000077712	CHEBI_63624
MESH_C477447	CHEBI_78389
MESH_C002469	CHEBI_82577
MESH_D004061	CHEBI_39669
MESH_D008511	CHEBI_23888
MESH_C036639	CHEBI_9963
MESH_C017990	CHEBI_145676
MESH_D000074	CHEBI_53766
MESH_C000617711	CHEBI_29568
MESH_C119909	CHEBI_16408
MESH_C042101	CHEBI_315019
MESH_D005662	CHEBI_34768
MESH_C000607249	CHEBI_16130
MESH_C018965	CHEBI_139473
MESH_C038815	CHEBI_73829
MESH_C008450	CHEBI_2274
MESH_C094702	CHEBI_52678
MESH_D011440	CHEBI_32064
MESH_C049841	CHEBI_132604
MESH_D000959	CHEBI_35674
MESH_D009544	CHEBI_34888
MESH_C507249	CHEBI_35260
MESH_C003800	CHEBI_30279
MESH_C441667	CHEBI_19
MESH_D018733	CHEBI_48878
MESH_C011729	CHEBI_13997
MESH_C052534	CHEBI_111505
MESH_C111789	CHEBI_63918
MESH_C077118	CHEBI_53300
MESH_D026423	CHEBI_77702
MESH_D018722	CHEBI_47958
MESH_C026032	CHEBI_89079
MESH_D002129	CHEBI_60579
MESH_D008680	CHEBI_6794
MESH_C438054	CHEBI_32485
MESH_D003543	CHEBI_17141
MESH_C047312	CHEBI_6134
MESH_C539535	CHEBI_5094
MESH_D000077486	CHEBI_68558
MESH_C035441	CHEBI_10423
MESH_C002108	CHEBI_34735
MESH_C005581	CHEBI_50205
MESH_C017205	CHEBI_43745
MESH_C031626	CHEBI_17797
MESH_C012333	CHEBI_57835
MESH_C041514	CHEBI_27543
MESH_C039673	CHEBI_52048
MESH_C007993	CHEBI_34091
MESH_D063386	CHEBI_67072
MESH_C082013	CHEBI_27515
MESH_C475536	CHEBI_46888
MESH_C018977	CHEBI_27384
MESH_C000623233	CHEBI_132811
MESH_C074471	CHEBI_145009
MESH_C082964	CHEBI_30704
MESH_C028025	CHEBI_57306
MESH_C018046	CHEBI_63496
MESH_C071528	CHEBI_3151
MESH_C062629	CHEBI_44245
MESH_C000615207	CHEBI_37003
MESH_C484369	CHEBI_70723
MESH_C049525	CHEBI_61464
MESH_C099423	CHEBI_49533
MESH_C007090	CHEBI_59589
MESH_D006027	CHEBI_24400
MESH_C018534	CHEBI_61013
MESH_C052018	CHEBI_3506
MESH_D011299	CHEBI_8397
MESH_C054211	CHEBI_27781
MESH_D020148	CHEBI_30772
MESH_C041390	CHEBI_75014
MESH_C075406	CHEBI_18128
MESH_C067973	CHEBI_76073
MESH_C081980	CHEBI_34977
MESH_C093788	CHEBI_31550
MESH_C018370	CHEBI_35420
MESH_C012223	CHEBI_28797
MESH_D013760	CHEBI_28320
MESH_C462033	CHEBI_32266
MESH_D008704	CHEBI_6822
MESH_D012263	CHEBI_18254
MESH_C069641	CHEBI_43722
MESH_C011669	CHEBI_167162
MESH_C504383	CHEBI_81762
MESH_C042696	CHEBI_60987
MESH_C013411	CHEBI_27870
MESH_C016721	CHEBI_30680
MESH_C000621754	CHEBI_52148
MESH_C000597873	CHEBI_32973
MESH_D014191	CHEBI_131511
MESH_D000117	CHEBI_28009
MESH_C048810	CHEBI_87123
MESH_C003602	CHEBI_135363
MESH_C484609	CHEBI_5192
MESH_C410326	CHEBI_17037
MESH_C466027	CHEBI_32525
MESH_C529054	CHEBI_85078
MESH_C042289	CHEBI_27995
MESH_C032964	CHEBI_77011
MESH_C018686	CHEBI_52368
MESH_C080614	CHEBI_5170
MESH_C006208	CHEBI_32193
MESH_C037548	CHEBI_30341
MESH_C016640	CHEBI_150326
MESH_D000644	CHEBI_35273
MESH_D008139	CHEBI_6532
MESH_D006492	CHEBI_24565
MESH_C032403	CHEBI_61496
MESH_D015774	CHEBI_465284
MESH_C000612045	CHEBI_165216
MESH_D007455	CHEBI_33115
MESH_C010317	CHEBI_8203
MESH_C003268	CHEBI_21440
MESH_D008731	CHEBI_6842
MESH_C012059	CHEBI_8475
MESH_C000608529	CHEBI_73124
MESH_C023637	CHEBI_31311
MESH_D000078262	CHEBI_75246
MESH_C058097	CHEBI_18228
MESH_C002029	CHEBI_34186
MESH_C006947	CHEBI_3546
MESH_C011386	CHEBI_73410
MESH_C035647	CHEBI_63961
MESH_C060725	CHEBI_86145
MESH_C410447	CHEBI_6557
MESH_D004811	CHEBI_37144
MESH_C028383	CHEBI_60696
MESH_C034019	CHEBI_78884
MESH_C004659	CHEBI_34626
MESH_C063230	CHEBI_5294
MESH_C051448	CHEBI_173662
MESH_D013759	CHEBI_66964
MESH_D009171	CHEBI_25438
MESH_C020214	CHEBI_2867
MESH_D000735	CHEBI_16422
MESH_C000188	CHEBI_2533
MESH_C000617039	CHEBI_33351
MESH_C034467	CHEBI_133393
MESH_D002166	CHEBI_27656
MESH_C000590711	CHEBI_50031
MESH_C058176	CHEBI_34457
MESH_C073293	CHEBI_61119
MESH_D049990	CHEBI_38632
MESH_C031143	CHEBI_18406
MESH_C084774	CHEBI_135383
MESH_D000077237	CHEBI_49900
MESH_C037834	CHEBI_50098
MESH_C018851	CHEBI_131366
MESH_C015331	CHEBI_21354
MESH_C012469	CHEBI_30973
MESH_C037673	CHEBI_35432
MESH_C475920	CHEBI_53259
MESH_D013835	CHEBI_45931
MESH_C089075	CHEBI_16786
MESH_C013024	CHEBI_33990
MESH_C101851	CHEBI_34826
MESH_C010499	CHEBI_10437
MESH_C009909	CHEBI_17615
MESH_C019527	CHEBI_15504
MESH_C001898	CHEBI_9740
MESH_C015262	CHEBI_53578
MESH_C005156	CHEBI_17050
MESH_C013519	CHEBI_85661
MESH_C545685	CHEBI_176844
MESH_C049934	CHEBI_55488
MESH_C066286	CHEBI_140708
MESH_C058667	CHEBI_50834
MESH_C043086	CHEBI_32163
MESH_C510432	CHEBI_73113
MESH_D012839	CHEBI_27496
MESH_C006889	CHEBI_3375
MESH_C528396	CHEBI_136049
MESH_D010728	CHEBI_18021
MESH_D010261	CHEBI_27827
MESH_C029109	CHEBI_5783
MESH_C013234	CHEBI_8691
MESH_C047148	CHEBI_16423
MESH_D000578	CHEBI_35359
MESH_D000242	CHEBI_17489
MESH_C003298	CHEBI_16718
MESH_C522865	CHEBI_90304
MESH_C025292	CHEBI_94708
MESH_D020909	CHEBI_2376
MESH_C106572	CHEBI_83279
MESH_C027496	CHEBI_3156
MESH_C063984	CHEBI_6409
MESH_C025138	CHEBI_17724
MESH_C118790	CHEBI_55438
MESH_C052277	CHEBI_40260
MESH_C412303	CHEBI_81980
MESH_C039222	CHEBI_691622
MESH_C114589	CHEBI_88063
MESH_C100083	CHEBI_5338
MESH_D003847	CHEBI_15866
MESH_C046582	CHEBI_52770
MESH_C024032	CHEBI_18259
MESH_C066730	CHEBI_53222
MESH_C084593	CHEBI_32171
MESH_C014174	CHEBI_8612
MESH_C028983	CHEBI_74051
MESH_C021170	CHEBI_31457
MESH_C100093	CHEBI_75616
MESH_C006461	CHEBI_89627
MESH_D009568	CHEBI_7582
MESH_C575157	CHEBI_133023
MESH_C073028	CHEBI_32172
MESH_D000941	CHEBI_59132
MESH_C107556	CHEBI_64083
MESH_C000591550	CHEBI_37788
MESH_C024341	CHEBI_69426
MESH_C005306	CHEBI_1911
MESH_D002142	CHEBI_33392
MESH_C042133	CHEBI_29314
MESH_C031512	CHEBI_32036
MESH_C001427	CHEBI_77270
MESH_D014150	CHEBI_35476
MESH_C106961	CHEBI_71312
MESH_C063256	CHEBI_30647
MESH_C056530	CHEBI_34952
MESH_D014191	CHEBI_131510
MESH_C092903	CHEBI_89920
MESH_C021322	CHEBI_135745
MESH_C013104	CHEBI_31808
MESH_C064570	CHEBI_67357
MESH_C024835	CHEBI_38904
MESH_D013415	CHEBI_32162
MESH_C522082	CHEBI_65119
MESH_C064273	CHEBI_48991
MESH_C120647	CHEBI_31028
MESH_C557465	CHEBI_36704
MESH_C080751	CHEBI_63592
MESH_C082722	CHEBI_18283
MESH_D000077276	CHEBI_15948
MESH_C067604	CHEBI_10001
MESH_D013739	CHEBI_17347
MESH_C432974	CHEBI_10121
MESH_C113019	CHEBI_31338
MESH_C009474	CHEBI_568021
MESH_C100110	CHEBI_135233
MESH_C027703	CHEBI_7847
MESH_C023816	CHEBI_90893
MESH_C032208	CHEBI_145806
MESH_C108974	CHEBI_53264
MESH_C403777	CHEBI_71943
MESH_C119167	CHEBI_57276
MESH_C020974	CHEBI_73826
MESH_C043367	CHEBI_59622
MESH_C015950	CHEBI_16031
MESH_C087660	CHEBI_141491
MESH_D016566	CHEBI_25712
MESH_C052097	CHEBI_2921
MESH_D000077595	CHEBI_4974
MESH_C035740	CHEBI_137685
MESH_D028441	CHEBI_142058
MESH_C499351	CHEBI_63704
MESH_C069975	CHEBI_10285
MESH_C014767	CHEBI_62969
MESH_D050299	CHEBI_48676
MESH_D002045	CHEBI_60790
MESH_C000595153	CHEBI_167650
MESH_C041528	CHEBI_5122
MESH_D017611	CHEBI_24062
MESH_C011978	CHEBI_81918
MESH_D008751	CHEBI_6872
MESH_D001429	CHEBI_38201
MESH_C011521	CHEBI_7767
MESH_C508630	CHEBI_44864
MESH_C067943	CHEBI_37869
MESH_C047331	CHEBI_5886
MESH_C059478	CHEBI_156448
MESH_D019000	CHEBI_74956
MESH_C000598016	CHEBI_167709
MESH_C554266	CHEBI_70420
MESH_C011228	CHEBI_543841
MESH_C021976	CHEBI_41509
MESH_D005472	CHEBI_46345
MESH_C086665	CHEBI_85064
MESH_C037645	CHEBI_89640
MESH_C060385	CHEBI_146138
MESH_C006640	CHEBI_156148
MESH_C004945	CHEBI_5555
MESH_C052143	CHEBI_31513
MESH_C073328	CHEBI_9509
MESH_D000900	CHEBI_33282
MESH_C024366	CHEBI_132246
MESH_C010219	CHEBI_34833
MESH_C045561	CHEBI_28493
MESH_C056933	CHEBI_38221
MESH_C002730	CHEBI_90146
MESH_C012160	CHEBI_16984
MESH_C000606551	CHEBI_145994
MESH_C558171	CHEBI_70007
MESH_C021183	CHEBI_25858
MESH_C022810	CHEBI_45869
MESH_C109503	CHEBI_5684
MESH_C104393	CHEBI_81204
MESH_D002336	CHEBI_57485
MESH_C116378	CHEBI_52286
MESH_C061542	CHEBI_4506
MESH_C011988	CHEBI_15905
MESH_C005498	CHEBI_6643
MESH_D003960	CHEBI_23673
MESH_C071705	CHEBI_59345
MESH_C041558	CHEBI_137921
MESH_C010423	CHEBI_32076
MESH_D000068877	CHEBI_31690
MESH_C017144	CHEBI_2311
MESH_D002956	CHEBI_16349
MESH_C569780	CHEBI_51167
MESH_C011595	CHEBI_73085
MESH_C520853	CHEBI_72323
MESH_C059030	CHEBI_87401
MESH_D008298	CHEBI_132951
MESH_D015296	CHEBI_553473
MESH_C454359	CHEBI_135971
MESH_D002392	CHEBI_132833
MESH_C118653	CHEBI_47870
MESH_C017846	CHEBI_51110
MESH_C510739	CHEBI_61608
MESH_C471077	CHEBI_41595
MESH_C004511	CHEBI_38118
MESH_C400972	CHEBI_64437
MESH_C000624274	CHEBI_167636
MESH_C031336	CHEBI_34024
MESH_C533860	CHEBI_76607
MESH_C055494	CHEBI_8062
MESH_C003636	CHEBI_131331
MESH_C089431	CHEBI_17681
MESH_C448624	CHEBI_125562
MESH_C575112	CHEBI_5967
MESH_C110657	CHEBI_31754
MESH_C579707	CHEBI_64321
MESH_C010179	CHEBI_34037
MESH_C003037	CHEBI_58303
MESH_D011530	CHEBI_8597
MESH_C445502	CHEBI_27399
MESH_C059790	CHEBI_53700
MESH_C038123	CHEBI_73393
MESH_C002346	CHEBI_44514
MESH_C004463	CHEBI_3047
MESH_C036427	CHEBI_49410
MESH_C041564	CHEBI_566789
MESH_C000615119	CHEBI_37802
MESH_C037075	CHEBI_87434
MESH_C081063	CHEBI_41425
MESH_D013498	CHEBI_45906
MESH_C000605325	CHEBI_6029
MESH_D006853	CHEBI_5779
MESH_C049235	CHEBI_136539
MESH_C000591672	CHEBI_134353
MESH_C057303	CHEBI_77990
MESH_D016593	CHEBI_9453
MESH_C585428	CHEBI_64
MESH_C003915	CHEBI_82615
MESH_C047368	CHEBI_6052
MESH_C019475	CHEBI_45525
MESH_C002290	CHEBI_60424
MESH_C534167	CHEBI_76005
MESH_C025473	CHEBI_132823
MESH_C096543	CHEBI_32013
MESH_D000077603	CHEBI_7467
MESH_C024974	CHEBI_30270
MESH_C002066	CHEBI_28954
MESH_D015025	CHEBI_10106
MESH_C096199	CHEBI_37842
MESH_C089238	CHEBI_17119
MESH_C053001	CHEBI_2469
MESH_C024081	CHEBI_30837
MESH_C015732	CHEBI_90099
MESH_C000629412	CHEBI_28794
MESH_C000709011	CHEBI_58601
MESH_D009853	CHEBI_7772
MESH_D014531	CHEBI_67119
MESH_D000077863	CHEBI_71019
MESH_C057794	CHEBI_15757
MESH_C099874	CHEBI_134547
MESH_C472705	CHEBI_85673
MESH_C000593029	CHEBI_73280
MESH_C084656	CHEBI_7931
MESH_C005031	CHEBI_16125
MESH_C030303	CHEBI_34824
MESH_C057482	CHEBI_140184
MESH_C025168	CHEBI_8403
MESH_C052570	CHEBI_4034
MESH_C007961	CHEBI_16554
MESH_C113266	CHEBI_38229
MESH_C000707859	CHEBI_67914
MESH_C058582	CHEBI_129
MESH_C546526	CHEBI_59016
MESH_C119167	CHEBI_15511
MESH_C027451	CHEBI_16830
MESH_D006028	CHEBI_24402
MESH_C016031	CHEBI_14737
MESH_C052095	CHEBI_90784
MESH_C013574	CHEBI_75421
MESH_C010317	CHEBI_80871
MESH_C552995	CHEBI_84222
MESH_C015388	CHEBI_77477
MESH_C010504	CHEBI_61639
MESH_C053781	CHEBI_59514
MESH_C454813	CHEBI_16205
MESH_C019442	CHEBI_83520
MESH_C003237	CHEBI_32070
MESH_C000616098	CHEBI_27825
MESH_D017026	CHEBI_9367
MESH_C097013	CHEBI_31764
MESH_C028843	CHEBI_28433
MESH_C120486	CHEBI_15640
MESH_D010303	CHEBI_7934
MESH_D014302	CHEBI_53063
MESH_C016596	CHEBI_27241
MESH_D007548	CHEBI_6061
MESH_D014025	CHEBI_33341
MESH_C000588491	CHEBI_67643
MESH_C033729	CHEBI_63919
MESH_C437903	CHEBI_82835
MESH_C008938	CHEBI_8272
MESH_C081021	CHEBI_51913
MESH_C499478	CHEBI_85303
MESH_C010522	CHEBI_72763
MESH_D009537	CHEBI_16171
MESH_C024272	CHEBI_88738
MESH_C013535	CHEBI_135715
MESH_C057454	CHEBI_28435
MESH_C488796	CHEBI_31883
MESH_D011298	CHEBI_31603
MESH_C060281	CHEBI_28943
MESH_C027618	CHEBI_15946
MESH_D044262	CHEBI_15554
MESH_D014451	CHEBI_46245
MESH_C100074	CHEBI_31501
MESH_C539933	CHEBI_145535
MESH_C033019	CHEBI_41934
MESH_C078706	CHEBI_36999
MESH_C051667	CHEBI_2404
MESH_D058988	CHEBI_68844
MESH_C017573	CHEBI_32892
MESH_D002991	CHEBI_3749
MESH_C523881	CHEBI_75816
MESH_D014574	CHEBI_27252
MESH_C028971	CHEBI_36392
MESH_C052970	CHEBI_53234
MESH_C111212	CHEBI_136019
MESH_D014859	CHEBI_87737
MESH_C502645	CHEBI_82822
MESH_D010114	CHEBI_135638
MESH_C035465	CHEBI_143264
MESH_C522181	CHEBI_72296
MESH_C004168	CHEBI_84278
MESH_C072974	CHEBI_61641
MESH_C495502	CHEBI_135521
MESH_C019546	CHEBI_8632
