Protein.proID	Cofactor.chebiID
PR_Q16526	CHEBI_15636
PR_Q16526	CHEBI_57692
PR_Q86YQ8	CHEBI_29108
PR_P00395	CHEBI_23378
PR_P00395	CHEBI_30413
PR_P48052	CHEBI_29105
PR_P43166	CHEBI_29105
PR_O95992	CHEBI_24875
PR_P20813	CHEBI_30413
PR_P51589	CHEBI_30413
PR_P98187	CHEBI_30413
PR_O43781	CHEBI_18420
PR_Q9H222	CHEBI_18420
PR_Q9NUN7	CHEBI_29105
PR_P00326	CHEBI_29105
PR_Q13705	CHEBI_18420
PR_Q13705	CHEBI_29035
PR_P36894	CHEBI_18420
PR_P36894	CHEBI_29035
PR_Q9UBX8	CHEBI_18420
PR_Q9UBX8	CHEBI_29035
PR_Q66K79	CHEBI_29105
PR_Q8N1Q1	CHEBI_29105
PR_P05177	CHEBI_30413
PR_P24462	CHEBI_30413
PR_O60760	CHEBI_57925
PR_Q9Y6A2	CHEBI_30413
PR_Q6V0L0	CHEBI_30413
PR_P33260	CHEBI_30413
PR_P49366	CHEBI_57540
PR_Q14184	CHEBI_29108
PR_P21128	CHEBI_29035
PR_Q9H0C8	CHEBI_18420
PR_Q9H0C8	CHEBI_29035
PR_Q9Y4D2	CHEBI_29108
PR_Q9ULA0	CHEBI_29105
PR_Q6P4F2	CHEBI_49601
PR_P32754	CHEBI_24875
PR_Q96IR7	CHEBI_24875
PR_P04746	CHEBI_29108
PR_P04746	CHEBI_17996
PR_P05089	CHEBI_29035
PR_P51690	CHEBI_29108
PR_Q6UWY0	CHEBI_29108
PR_Q13535	CHEBI_29035
PR_P58397	CHEBI_29105
PR_Q8TE58	CHEBI_29105
PR_Q8TE57	CHEBI_29105
PR_P59510	CHEBI_29105
PR_O75173	CHEBI_29105
PR_Q9UKP5	CHEBI_29105
PR_Q9UNA0	CHEBI_29105
PR_P17735	CHEBI_597326
PR_Q9Y5Z6	CHEBI_29035
PR_Q13873	CHEBI_18420
PR_Q13873	CHEBI_29035
PR_Q96L58	CHEBI_29035
PR_Q8N8Q1	CHEBI_60344
PR_Q96MI9	CHEBI_29105
PR_P04798	CHEBI_30413
PR_Q49AN0	CHEBI_15636
PR_Q49AN0	CHEBI_57692
PR_P10632	CHEBI_30413
PR_Q9UH17	CHEBI_29105
PR_P07327	CHEBI_29105
PR_Q96Q83	CHEBI_29033
PR_Q9H993	CHEBI_49786
PR_Q9H993	CHEBI_29035
PR_Q8TE60	CHEBI_29105
PR_O95450	CHEBI_29105
PR_Q9UP79	CHEBI_29105
PR_Q9P2N4	CHEBI_29105
PR_Q9UIG0	CHEBI_29035
PR_O60513	CHEBI_29035
PR_P07451	CHEBI_29105
PR_Q6NS38	CHEBI_29033
PR_Q03154	CHEBI_29105
PR_Q8N0X4	CHEBI_18420
PR_P15289	CHEBI_29108
PR_P15848	CHEBI_29108
PR_P15056	CHEBI_29105
PR_Q8N4T0	CHEBI_29105
PR_	CHEBI_30413
PR_Q6UW02	CHEBI_30413
PR_O95741	CHEBI_29108
PR_Q9H221	CHEBI_18420
PR_Q9UKU7	CHEBI_57692
PR_Q07912	CHEBI_18420
PR_Q9UKU0	CHEBI_18420
PR_P51689	CHEBI_29108
PR_Q96FN4	CHEBI_29108
PR_Q07973	CHEBI_30413
PR_P33261	CHEBI_30413
PR_Q9GZU7	CHEBI_18420
PR_O60503	CHEBI_18420
PR_O60503	CHEBI_29035
PR_Q53FZ2	CHEBI_18420
PR_Q53FZ2	CHEBI_29035
PR_Q3LIE5	CHEBI_18420
PR_Q9BRR6	CHEBI_18420
PR_Q9H4A4	CHEBI_29105
PR_Q6FI81	CHEBI_49601
PR_Q6FI81	CHEBI_49883
PR_P27037	CHEBI_18420
PR_P27037	CHEBI_29035
PR_O94766	CHEBI_29035
PR_Q8NCB2	CHEBI_29108
PR_Q4G0S4	CHEBI_30413
PR_Q16790	CHEBI_29105
PR_A0A0U1RR11	CHEBI_29105
PR_Q9BRF8	CHEBI_60240
PR_P20853	CHEBI_30413
PR_Q8NFM4	CHEBI_18420
PR_Q8NFM4	CHEBI_29035
PR_P54793	CHEBI_29108
PR_P46736	CHEBI_29105
PR_Q9UI42	CHEBI_29105
PR_Q8TCT0	CHEBI_29108
PR_Q8TCT0	CHEBI_18420
PR_Q9UNI1	CHEBI_29108
PR_O60488	CHEBI_18420
PR_P15144	CHEBI_29105
PR_P14384	CHEBI_29105
PR_O14569	CHEBI_60344
PR_Q9UHN6	CHEBI_29108
PR_Q12882	CHEBI_58210
PR_Q12882	CHEBI_49883
PR_Q12882	CHEBI_57692
PR_Q9BU89	CHEBI_29033
PR_Q14117	CHEBI_29105
PR_	CHEBI_29105
PR_Q8TAV3	CHEBI_30413
PR_O15194	CHEBI_18420
PR_Q709F0	CHEBI_57692
PR_Q13444	CHEBI_29105
PR_Q6P6C2	CHEBI_29033
PR_Q6Q4G3	CHEBI_29105
PR_P16442	CHEBI_29035
PR_P17655	CHEBI_29108
PR_Q8WXQ8	CHEBI_29105
PR_Q96SQ9	CHEBI_30413
PR_P18858	CHEBI_18420
PR_O00763	CHEBI_57586
PR_O00763	CHEBI_18420
PR_O00763	CHEBI_29035
PR_P16219	CHEBI_57692
PR_Q15067	CHEBI_57692
PR_O15254	CHEBI_57692
PR_Q9NRW3	CHEBI_29105
PR_Q9GZX7	CHEBI_29105
PR_P17405	CHEBI_29105
PR_Q96EG1	CHEBI_29108
PR_Q9NS00	CHEBI_18420
PR_Q9Y600	CHEBI_597326
PR_Q96A23	CHEBI_29108
PR_O95622	CHEBI_18420
PR_O95622	CHEBI_29035
PR_Q07075	CHEBI_29105
PR_Q93088	CHEBI_29105
PR_O75936	CHEBI_38290
PR_O75936	CHEBI_29033
PR_P32929	CHEBI_597326
PR_Q7Z7K6	CHEBI_29105
PR_O75131	CHEBI_29108
PR_Q16696	CHEBI_30413
PR_Q96SM3	CHEBI_29105
PR_Q8NBI2	CHEBI_60344
PR_Q53TN4	CHEBI_60344
PR_Q9Y235	CHEBI_29105
PR_P28330	CHEBI_57692
PR_Q9Y4W6	CHEBI_29105
PR_Q9BT30	CHEBI_29033
PR_O43506	CHEBI_29105
PR_P22570	CHEBI_57692
PR_P27338	CHEBI_57692
PR_P23109	CHEBI_29105
PR_Q8N6M6	CHEBI_29105
PR_Q8IVL8	CHEBI_29105
PR_P49447	CHEBI_60344
PR_Q8IWF2	CHEBI_57692
PR_Q7Z4J2	CHEBI_29035
PR_Q6P461	CHEBI_18420
PR_Q6P461	CHEBI_29035
PR_Q96EY9	CHEBI_29105
PR_P0C7M7	CHEBI_18420
PR_P0C7M7	CHEBI_29035
PR_P35520	CHEBI_597326
PR_Q8N884	CHEBI_29105
PR_Q8N884	CHEBI_18420
PR_P32320	CHEBI_29105
PR_Q9UBL6	CHEBI_29108
PR_Q99807	CHEBI_24875
PR_Q13283	CHEBI_18420
PR_P21399	CHEBI_49883
PR_Q13131	CHEBI_18420
PR_Q9UPW5	CHEBI_29105
PR_Q8NEM8	CHEBI_29105
PR_Q86YS7	CHEBI_29108
PR_O00311	CHEBI_18420
PR_P0C7P0	CHEBI_49601
PR_Q9HB55	CHEBI_30413
PR_P16444	CHEBI_29105
PR_Q8NCL4	CHEBI_29035
PR_Q8TD30	CHEBI_597326
PR_P40145	CHEBI_18420
PR_P40145	CHEBI_29035
PR_P10109	CHEBI_49601
PR_O43184	CHEBI_29105
PR_Q9NX46	CHEBI_18420
PR_Q9UNU6	CHEBI_30413
PR_P22680	CHEBI_30413
PR_Q14183	CHEBI_29108
PR_O75356	CHEBI_29108
PR_O75356	CHEBI_18420
PR_P45954	CHEBI_57692
PR_Q08AH1	CHEBI_18420
PR_Q08AH1	CHEBI_29035
PR_P78540	CHEBI_29035
PR_P28838	CHEBI_29105
PR_P28838	CHEBI_29035
PR_P13497	CHEBI_29105
PR_Q8WVQ1	CHEBI_29108
PR_Q8WUD6	CHEBI_18420
PR_Q8WUD6	CHEBI_29035
PR_Q16678	CHEBI_30413
PR_P49356	CHEBI_29105
PR_P36896	CHEBI_18420
PR_P36896	CHEBI_29035
PR_Q9NZK5	CHEBI_29105
PR_Q9BZ11	CHEBI_29105
PR_Q9UKJ8	CHEBI_29105
PR_P50583	CHEBI_60240
PR_O60512	CHEBI_29035
PR_P15291	CHEBI_29035
PR_P41240	CHEBI_18420
PR_P41240	CHEBI_29035
PR_P11509	CHEBI_30413
PR_Q96KS0	CHEBI_38290
PR_Q96KS0	CHEBI_29033
PR_Q8IV48	CHEBI_18420
PR_O75460	CHEBI_18420
PR_P21589	CHEBI_29105
PR_Q8N5Z0	CHEBI_597326
PR_P55263	CHEBI_18420
PR_Q53H12	CHEBI_18420
PR_P00813	CHEBI_29105
PR_Q96SZ5	CHEBI_24875
PR_Q8TDC3	CHEBI_18420
PR_Q92989	CHEBI_18420
PR_Q92989	CHEBI_49786
PR_Q92989	CHEBI_29035
PR_Q99829	CHEBI_29108
PR_	CHEBI_30413
PR_Q9HCS2	CHEBI_30413
PR_P04839	CHEBI_57692
PR_Q9UIK4	CHEBI_18420
PR_Q9H4B8	CHEBI_29105
PR_Q8IXL6	CHEBI_29035
PR_Q6ZNF0	CHEBI_29105
PR_Q6ZNF0	CHEBI_24875
PR_Q8TDN7	CHEBI_29105
PR_P17174	CHEBI_597326
PR_P28332	CHEBI_29105
PR_Q9UKF2	CHEBI_29105
PR_Q6ZNB7	CHEBI_24875
PR_P07384	CHEBI_29108
PR_Q05329	CHEBI_597326
PR_P20711	CHEBI_597326
PR_P11926	CHEBI_597326
PR_P49916	CHEBI_18420
PR_Q9UL01	CHEBI_29035
PR_Q9Y6X5	CHEBI_29105
PR_P37023	CHEBI_18420
PR_P37023	CHEBI_29035
PR_Q6HA08	CHEBI_29105
PR_O43505	CHEBI_29035
PR_O94812	CHEBI_29108
PR_P10635	CHEBI_30413
PR_P02741	CHEBI_29108
PR_O14595	CHEBI_18420
PR_P08574	CHEBI_30413
PR_Q99259	CHEBI_597326
PR_Q9UK59	CHEBI_60240
PR_P49917	CHEBI_18420
PR_P24855	CHEBI_29108
PR_P24855	CHEBI_18420
PR_Q6PIW4	CHEBI_18420
PR_Q9NUZ1	CHEBI_57692
PR_Q9BTE6	CHEBI_29105
PR_Q9BYF1	CHEBI_29105
PR_Q9BYF1	CHEBI_17996
PR_Q06187	CHEBI_29105
PR_Q9HCH3	CHEBI_29108
PR_Q02318	CHEBI_30413
PR_Q8N118	CHEBI_30413
PR_P78329	CHEBI_30413
PR_P20815	CHEBI_30413
PR_Q96HY7	CHEBI_58937
PR_Q5T2R2	CHEBI_18420
PR_O75355	CHEBI_29108
PR_O75355	CHEBI_18420
PR_Q8IUX4	CHEBI_29105
PR_Q9BUB4	CHEBI_58130
PR_Q08828	CHEBI_18420
PR_Q08828	CHEBI_29035
PR_	CHEBI_29108
PR_	CHEBI_17996
PR_P19961	CHEBI_29108
PR_P19961	CHEBI_17996
PR_Q96CD2	CHEBI_58210
PR_Q9H324	CHEBI_29105
PR_Q76LX8	CHEBI_29105
PR_Q76LX8	CHEBI_29108
PR_Q8TE59	CHEBI_29105
PR_Q9UHI8	CHEBI_29105
PR_O15072	CHEBI_29105
PR_Q9UKP4	CHEBI_29105
PR_Q9H2M3	CHEBI_29105
PR_P0DN79	CHEBI_597326
PR_P31941	CHEBI_29105
PR_Q04771	CHEBI_18420
PR_Q04771	CHEBI_29035
PR_O00238	CHEBI_18420
PR_O00238	CHEBI_29035
PR_O43825	CHEBI_29035
PR_P24941	CHEBI_18420
PR_Q8WYQ5	CHEBI_30413
PR_Q86SQ9	CHEBI_18420
PR_P0DPD8	CHEBI_29105
PR_P46952	CHEBI_29033
PR_P00505	CHEBI_597326
PR_Q9Y295	CHEBI_18420
PR_Q9Y295	CHEBI_29103
PR_P00519	CHEBI_18420
PR_Q9ULC5	CHEBI_18420
PR_O95671	CHEBI_60240
PR_P53004	CHEBI_29105
PR_O75752	CHEBI_18420
PR_Q9NY97	CHEBI_29035
PR_P15088	CHEBI_29105
PR_Q5VU57	CHEBI_29105
PR_Q7Z449	CHEBI_30413
PR_Q86W10	CHEBI_30413
PR_Q8TF46	CHEBI_18420
PR_Q8NCG7	CHEBI_29108
PR_P09172	CHEBI_29036
PR_Q9NX74	CHEBI_58210
PR_P06733	CHEBI_18420
PR_Q96P26	CHEBI_18420
PR_Q96AK3	CHEBI_29105
PR_Q9BYV7	CHEBI_29033
PR_Q8N5K1	CHEBI_49601
PR_P49747	CHEBI_29108
PR_Q92874	CHEBI_18420
PR_Q92874	CHEBI_29108
PR_Q96AY2	CHEBI_18420
PR_Q96GK7	CHEBI_29108
PR_Q96GK7	CHEBI_18420
PR_Q6DHV7	CHEBI_29105
PR_O00116	CHEBI_57692
PR_Q9UIV1	CHEBI_18420
PR_Q9UIV1	CHEBI_29035
PR_Q9UIV1	CHEBI_48828
PR_Q9Y2D0	CHEBI_29105
PR_Q96Q40	CHEBI_18420
PR_P11712	CHEBI_30413
PR_P00156	CHEBI_30413
PR_Q92630	CHEBI_18420
PR_Q92630	CHEBI_29035
PR_Q9Y5L3	CHEBI_29108
PR_Q9Y5L3	CHEBI_18420
PR_Q99424	CHEBI_57692
PR_P40394	CHEBI_29105
PR_P11766	CHEBI_29105
PR_Q9NRN7	CHEBI_18420
PR_Q08AH3	CHEBI_18420
PR_Q08AH3	CHEBI_29035
PR_P21397	CHEBI_57692
PR_Q8TBG4	CHEBI_597326
PR_Q8IUZ5	CHEBI_597326
PR_P00918	CHEBI_29105
PR_P00918	CHEBI_48828
PR_Q70JA7	CHEBI_48775
PR_Q70JA7	CHEBI_29035
PR_Q70JA7	CHEBI_48828
PR_Q86X52	CHEBI_48775
PR_Q86X52	CHEBI_29035
PR_Q86X52	CHEBI_48828
PR_Q9BWV3	CHEBI_29105
PR_Q96KN2	CHEBI_29105
PR_Q9UKF6	CHEBI_29105
PR_P81605	CHEBI_29035
PR_Q9UGP5	CHEBI_29035
PR_P41238	CHEBI_29105
PR_Q8WW27	CHEBI_29105
PR_Q13085	CHEBI_57586
PR_Q13085	CHEBI_18420
PR_Q13085	CHEBI_29035
PR_Q9BXI3	CHEBI_18420
PR_P33121	CHEBI_18420
PR_Q68CK6	CHEBI_18420
PR_Q68CK6	CHEBI_29035
PR_Q16853	CHEBI_23378
PR_Q16853	CHEBI_79027
PR_Q16853	CHEBI_29108
PR_O95861	CHEBI_18420
PR_Q9UBV7	CHEBI_29035
PR_Q99643	CHEBI_30413
PR_Q92903	CHEBI_18420
PR_Q8NE62	CHEBI_57692
PR_Q8IZ52	CHEBI_29035
PR_Q8IZ52	CHEBI_48828
PR_A0A0U1RRI6	CHEBI_29105
PR_Q9NYL5	CHEBI_30413
PR_O43174	CHEBI_30413
PR_P05181	CHEBI_30413
PR_U3KPV4	CHEBI_29035
PR_P19021	CHEBI_29105
PR_P19021	CHEBI_29036
PR_Q16671	CHEBI_18420
PR_Q16671	CHEBI_29035
PR_Q9UKV8	CHEBI_18420
PR_Q9UKV8	CHEBI_29035
PR_P08319	CHEBI_29105
PR_Q13443	CHEBI_29105
PR_Q6NUN0	CHEBI_18420
PR_Q6NUN0	CHEBI_29035
PR_Q8IWQ3	CHEBI_18420
PR_O15382	CHEBI_597326
PR_P53634	CHEBI_17996
PR_P16870	CHEBI_29105
PR_Q5U5Z8	CHEBI_29105
PR_P05093	CHEBI_30413
PR_Q9HBI6	CHEBI_30413
PR_P28340	CHEBI_49883
PR_P42892	CHEBI_29105
PR_P54132	CHEBI_29105
PR_A6NHC0	CHEBI_29108
PR_P00915	CHEBI_29105
PR_P21127	CHEBI_18420
PR_O96017	CHEBI_18420
PR_Q16878	CHEBI_29033
PR_Q5VV42	CHEBI_49883
PR_O43293	CHEBI_18420
PR_Q9H4A9	CHEBI_29105
PR_Q6UWV6	CHEBI_29105
PR_Q99502	CHEBI_18420
PR_O00167	CHEBI_18420
PR_Q9UQ84	CHEBI_18420
PR_Q14534	CHEBI_57692
PR_A9Z1Z3	CHEBI_29108
PR_Q96CU9	CHEBI_57692
PR_Q9H3R0	CHEBI_29033
PR_P41229	CHEBI_29033
PR_Q9UK32	CHEBI_18420
PR_Q9ULX7	CHEBI_29105
PR_P19113	CHEBI_597326
PR_Q09013	CHEBI_18420
PR_O95620	CHEBI_58210
PR_Q9NQZ7	CHEBI_29108
PR_Q9NQZ7	CHEBI_18420
PR_P22413	CHEBI_29105
PR_P31512	CHEBI_57692
PR_Q8N4A0	CHEBI_29035
PR_O75343	CHEBI_30413
PR_P22830	CHEBI_49601
PR_O94806	CHEBI_18420
PR_P27695	CHEBI_18420
PR_P27695	CHEBI_29035
PR_Q5FYB1	CHEBI_29108
PR_Q9NR71	CHEBI_29105
PR_Q96IY4	CHEBI_29105
PR_P15538	CHEBI_30413
PR_P16930	CHEBI_29108
PR_P16930	CHEBI_18420
PR_Q93099	CHEBI_24875
PR_Q9NZ08	CHEBI_29105
PR_Q16394	CHEBI_29035
PR_O43909	CHEBI_29035
PR_Q76MJ5	CHEBI_18420
PR_Q99504	CHEBI_18420
PR_Q86US8	CHEBI_29035
PR_Q2WGJ9	CHEBI_29108
PR_P06241	CHEBI_29035
PR_P50213	CHEBI_18420
PR_P50213	CHEBI_29035
PR_Q92819	CHEBI_18420
PR_P51553	CHEBI_18420
PR_P51553	CHEBI_29035
PR_O00219	CHEBI_18420
PR_O75874	CHEBI_18420
PR_O75874	CHEBI_29035
PR_P48735	CHEBI_18420
PR_P48735	CHEBI_29035
PR_Q9UF12	CHEBI_57692
PR_Q13907	CHEBI_18420
PR_P34913	CHEBI_18420
PR_Q8N428	CHEBI_29035
PR_Q15139	CHEBI_18420
PR_Q9HC16	CHEBI_29105
PR_P24298	CHEBI_597326
PR_Q96HD9	CHEBI_29105
PR_Q9H013	CHEBI_29105
PR_P19801	CHEBI_23378
PR_P19801	CHEBI_79027
PR_P19801	CHEBI_29108
PR_Q92485	CHEBI_29105
PR_P00403	CHEBI_23378
PR_P23434	CHEBI_83088
PR_P22557	CHEBI_597326
PR_O95239	CHEBI_49601
PR_O95239	CHEBI_49883
PR_Q9H9P8	CHEBI_57692
PR_Q9UBQ6	CHEBI_29035
PR_O95677	CHEBI_18420
PR_Q15181	CHEBI_18420
PR_P15586	CHEBI_29108
PR_Q8TB92	CHEBI_60240
PR_Q9H2U2	CHEBI_18420
PR_Q400G9	CHEBI_29105
PR_Q6ICH7	CHEBI_24875
PR_Q6UWR7	CHEBI_29105
PR_Q7L5Y1	CHEBI_18420
PR_O14638	CHEBI_29105
PR_P09958	CHEBI_29108
PR_Q96RP7	CHEBI_29035
PR_Q10471	CHEBI_29035
PR_Q92947	CHEBI_57692
PR_Q9Y2T3	CHEBI_29105
PR_P22304	CHEBI_29108
PR_Q9BY66	CHEBI_38290
PR_Q9BY66	CHEBI_29033
PR_Q16773	CHEBI_597326
PR_Q9NRM7	CHEBI_18420
PR_Q14318	CHEBI_29108
PR_Q14376	CHEBI_57540
PR_Q08881	CHEBI_29105
PR_O94953	CHEBI_29033
PR_O75582	CHEBI_18420
PR_Q04760	CHEBI_29105
PR_P49326	CHEBI_57692
PR_Q9BVA6	CHEBI_18420
PR_Q9BVA6	CHEBI_29035
PR_Q9BX63	CHEBI_49883
PR_Q6ZNA5	CHEBI_60344
PR_Q9H3H5	CHEBI_18420
PR_P35914	CHEBI_60240
PR_Q96NU7	CHEBI_29105
PR_Q96NU7	CHEBI_29033
PR_O75600	CHEBI_597326
PR_P53355	CHEBI_18420
PR_Q96N76	CHEBI_57540
PR_P14735	CHEBI_29105
PR_A5YM72	CHEBI_29035
PR_Q96H96	CHEBI_18420
PR_Q96FC9	CHEBI_49883
PR_Q9UNI6	CHEBI_29105
PR_Q6P1R4	CHEBI_58210
PR_O95571	CHEBI_29033
PR_P18074	CHEBI_18420
PR_P18074	CHEBI_49883
PR_P51828	CHEBI_18420
PR_P51828	CHEBI_29035
PR_P0DPI3	CHEBI_29105
PR_O75881	CHEBI_30413
PR_Q8N465	CHEBI_57692
PR_Q02153	CHEBI_30413
PR_B2RXH2	CHEBI_29033
PR_O75354	CHEBI_29108
PR_O75354	CHEBI_18420
PR_O43414	CHEBI_18420
PR_Q9H790	CHEBI_18420
PR_Q9H790	CHEBI_49883
PR_Q05932	CHEBI_28938
PR_Q05932	CHEBI_29103
PR_Q6ZQY3	CHEBI_597326
PR_Q99798	CHEBI_49883
PR_O14672	CHEBI_29105
PR_Q08462	CHEBI_18420
PR_Q08462	CHEBI_29035
PR_Q5FYB0	CHEBI_29108
PR_P51813	CHEBI_29105
PR_O43286	CHEBI_29035
PR_Q9NPZ5	CHEBI_29035
PR_P49336	CHEBI_18420
PR_Q96SZ6	CHEBI_49883
PR_Q9NZ45	CHEBI_49601
PR_P13584	CHEBI_30413
PR_Q6NT55	CHEBI_30413
PR_P32321	CHEBI_29105
PR_Q9HBH1	CHEBI_48828
PR_Q5MY95	CHEBI_29108
PR_Q5MY95	CHEBI_18420
PR_Q9UKQ2	CHEBI_29105
PR_P54922	CHEBI_18420
PR_P15086	CHEBI_29105
PR_O75976	CHEBI_29105
PR_P55039	CHEBI_18420
PR_O00757	CHEBI_18420
PR_Q93063	CHEBI_29035
PR_Q16134	CHEBI_49883
PR_Q16134	CHEBI_57692
PR_Q9Y2C4	CHEBI_60240
PR_Q5FYA8	CHEBI_29108
PR_O75106	CHEBI_23378
PR_O75106	CHEBI_79027
PR_O75106	CHEBI_29108
PR_Q96GD4	CHEBI_18420
PR_P15085	CHEBI_29105
PR_O15528	CHEBI_30413
PR_Q8IYB7	CHEBI_18420
PR_Q8IYB7	CHEBI_29035
PR_P33316	CHEBI_18420
PR_P09884	CHEBI_49883
PR_O95672	CHEBI_29105
PR_O77932	CHEBI_18420
PR_Q9NR20	CHEBI_18420
PR_Q6PII5	CHEBI_29105
PR_P78536	CHEBI_29105
PR_P19099	CHEBI_30413
PR_P15169	CHEBI_29105
PR_P06746	CHEBI_18420
PR_Q13609	CHEBI_29108
PR_Q13609	CHEBI_18420
PR_Q7Z2K6	CHEBI_29105
PR_Q96HE7	CHEBI_57692
PR_Q9NVH0	CHEBI_18420
PR_Q9NVH0	CHEBI_29035
PR_P49354	CHEBI_18420
PR_Q96BT7	CHEBI_29033
PR_Q9NXW9	CHEBI_29033
PR_Q15392	CHEBI_57692
PR_Q9H845	CHEBI_57692
PR_Q6JQN1	CHEBI_57692
PR_P49902	CHEBI_18420
PR_O95831	CHEBI_57692
PR_Q13686	CHEBI_29033
PR_Q9BYV1	CHEBI_597326
PR_P45381	CHEBI_29105
PR_Q3KRA9	CHEBI_29033
PR_Q92484	CHEBI_29105
PR_Q9P2W7	CHEBI_29035
PR_P04040	CHEBI_30413
PR_P04040	CHEBI_58349
PR_P00450	CHEBI_23378
PR_O14735	CHEBI_18420
PR_O14735	CHEBI_29035
PR_Q7LFX5	CHEBI_60240
PR_Q7LFX5	CHEBI_57925
PR_Q9Y2Z9	CHEBI_57692
PR_P46976	CHEBI_29035
PR_P49748	CHEBI_57692
PR_O95573	CHEBI_18420
PR_O15204	CHEBI_29105
PR_Q96LI5	CHEBI_18420
PR_Q9UPY3	CHEBI_18420
PR_Q9UPY3	CHEBI_29035
PR_P54098	CHEBI_18420
PR_Q99518	CHEBI_18420
PR_Q99518	CHEBI_57692
PR_Q9HCQ5	CHEBI_29035
PR_P34897	CHEBI_597326
PR_Q6ZWL3	CHEBI_30413
PR_Q16850	CHEBI_30413
PR_Q08477	CHEBI_30413
PR_Q9H773	CHEBI_18420
PR_Q6P2I3	CHEBI_29108
PR_Q6P2I3	CHEBI_18420
PR_Q9HBA9	CHEBI_29105
PR_O15488	CHEBI_29035
PR_P09917	CHEBI_24875
PR_Q12851	CHEBI_18420
PR_P54646	CHEBI_18420
PR_Q01432	CHEBI_29105
PR_P28039	CHEBI_29108
PR_Q8NDL9	CHEBI_29105
PR_P23280	CHEBI_29105
PR_P08686	CHEBI_30413
PR_Q92905	CHEBI_60240
PR_O60841	CHEBI_60242
PR_Q9H0R4	CHEBI_18420
PR_Q7LBC6	CHEBI_29033
PR_Q8IUC8	CHEBI_29035
PR_P53582	CHEBI_29105
PR_P53582	CHEBI_29033
PR_P53582	CHEBI_29035
PR_P53582	CHEBI_48828
PR_Q6NYC1	CHEBI_29033
PR_P26440	CHEBI_57692
PR_P14618	CHEBI_18420
PR_P14618	CHEBI_29103
PR_Q01740	CHEBI_57692
PR_Q9NWZ3	CHEBI_18420
PR_O15229	CHEBI_57692
PR_O95461	CHEBI_29035
PR_Q8N8Q3	CHEBI_18420
PR_P28715	CHEBI_18420
PR_P39748	CHEBI_18420
PR_Q14435	CHEBI_29035
PR_Q08623	CHEBI_18420
PR_Q8N3Y3	CHEBI_29035
PR_Q9NR34	CHEBI_29108
PR_Q68D91	CHEBI_29105
PR_Q14703	CHEBI_29108
PR_Q16798	CHEBI_18420
PR_Q16798	CHEBI_29035
PR_P23368	CHEBI_18420
PR_P23368	CHEBI_29035
PR_Q9BUB5	CHEBI_18420
PR_O60674	CHEBI_18420
PR_Q12907	CHEBI_29108
PR_P33908	CHEBI_29108
PR_O00754	CHEBI_29105
PR_P29120	CHEBI_29108
PR_Q13232	CHEBI_18420
PR_Q969Z3	CHEBI_71302
PR_Q5VT66	CHEBI_71302
PR_Q10469	CHEBI_29035
PR_Q8N4C8	CHEBI_18420
PR_Q9NR63	CHEBI_30413
PR_Q13363	CHEBI_57540
PR_Q00796	CHEBI_29105
PR_Q16775	CHEBI_29105
PR_Q14693	CHEBI_18420
PR_Q14693	CHEBI_29035
PR_Q38SD2	CHEBI_18420
PR_Q38SD2	CHEBI_29035
PR_Q15759	CHEBI_18420
PR_P27361	CHEBI_18420
PR_P03956	CHEBI_29105
PR_P03956	CHEBI_29108
PR_Q9NRE1	CHEBI_29105
PR_Q9NRE1	CHEBI_29108
PR_Q6VVX0	CHEBI_30413
PR_Q8TC92	CHEBI_23378
PR_Q02108	CHEBI_18420
PR_Q02108	CHEBI_29035
PR_Q7KZI7	CHEBI_18420
PR_Q16539	CHEBI_18420
PR_Q9UJA2	CHEBI_60240
PR_P13929	CHEBI_18420
PR_Q9UQM7	CHEBI_18420
PR_Q96RQ3	CHEBI_57586
PR_O43462	CHEBI_29105
PR_Q9UKM7	CHEBI_29108
PR_Q6P0Q8	CHEBI_18420
PR_Q16206	CHEBI_23378
PR_Q6P179	CHEBI_29105
PR_P43304	CHEBI_57692
PR_O95835	CHEBI_18420
PR_P45983	CHEBI_18420
PR_Q13164	CHEBI_18420
PR_Q8N3Z3	CHEBI_18420
PR_A1L0T0	CHEBI_18420
PR_A1L0T0	CHEBI_58937
PR_Q15418	CHEBI_18420
PR_P51812	CHEBI_18420
PR_O43708	CHEBI_57925
PR_Q8IXL7	CHEBI_29105
PR_P04196	CHEBI_29105
PR_Q9BY32	CHEBI_18420
PR_P17252	CHEBI_29108
PR_P49641	CHEBI_29105
PR_Q99759	CHEBI_18420
PR_Q5TCX8	CHEBI_18420
PR_Q96DE0	CHEBI_18420
PR_Q96DE0	CHEBI_29035
PR_Q96DE0	CHEBI_48828
PR_P49959	CHEBI_29035
PR_P51512	CHEBI_29105
PR_P51512	CHEBI_29108
PR_Q6IQ20	CHEBI_29105
PR_Q9UJM8	CHEBI_58210
PR_Q6DN14	CHEBI_29108
PR_O14732	CHEBI_18420
PR_O60229	CHEBI_18420
PR_O43283	CHEBI_18420
PR_P41279	CHEBI_18420
PR_O43318	CHEBI_18420
PR_Q9P0L2	CHEBI_18420
PR_P53779	CHEBI_18420
PR_Q9GZT9	CHEBI_38290
PR_Q9GZT9	CHEBI_29033
PR_Q9C0D9	CHEBI_18420
PR_Q9C0D9	CHEBI_29035
PR_P34059	CHEBI_29108
PR_Q96A11	CHEBI_18420
