Protein.proID	Cofactor.chebiID
PR_Q7Z7M9	CHEBI_29035
PR_Q04609	CHEBI_29105
PR_Q6P9A2	CHEBI_29035
PR_Q5T8I9	CHEBI_18420
PR_Q9Y6R4	CHEBI_18420
PR_O95382	CHEBI_18420
PR_A0AVI2	CHEBI_29108
PR_	CHEBI_57692
PR_Q86SR1	CHEBI_29035
PR_Q9NWT6	CHEBI_29033
PR_Q53H82	CHEBI_29105
PR_Q86WU2	CHEBI_57692
PR_O43766	CHEBI_49883
PR_Q96KR4	CHEBI_29105
PR_Q8IVH8	CHEBI_18420
PR_O60476	CHEBI_29108
PR_Q6MZM0	CHEBI_23378
PR_Q6PHW0	CHEBI_58210
PR_P09238	CHEBI_29105
PR_P09238	CHEBI_29108
PR_Q9ULC6	CHEBI_29108
PR_Q17RS7	CHEBI_18420
PR_Q7Z4T8	CHEBI_29035
PR_Q9BQS7	CHEBI_23378
PR_Q16819	CHEBI_29105
PR_Q9Y5R2	CHEBI_29105
PR_Q9Y5R2	CHEBI_29108
PR_O75676	CHEBI_18420
PR_Q9HBH9	CHEBI_29105
PR_Q9HBH9	CHEBI_18420
PR_Q9UBM8	CHEBI_60240
PR_P29375	CHEBI_29033
PR_Q9UBN7	CHEBI_29105
PR_Q6ZQW0	CHEBI_30413
PR_Q9NX62	CHEBI_18420
PR_Q8NHM5	CHEBI_29033
PR_Q8N371	CHEBI_29033
PR_P80192	CHEBI_18420
PR_Q9H903	CHEBI_18420
PR_Q9UIF7	CHEBI_49883
PR_O43593	CHEBI_29033
PR_P14902	CHEBI_30413
PR_P20794	CHEBI_18420
PR_Q92839	CHEBI_18420
PR_Q6DN12	CHEBI_29108
PR_Q15652	CHEBI_29033
PR_Q16719	CHEBI_597326
PR_Q9NZB8	CHEBI_49883
PR_P08253	CHEBI_29105
PR_P08253	CHEBI_29108
PR_Q9UHQ9	CHEBI_57692
PR_Q6BCY4	CHEBI_57692
PR_Q9UGB7	CHEBI_24875
PR_O00587	CHEBI_29035
PR_P28482	CHEBI_18420
PR_Q9Y5S2	CHEBI_18420
PR_P49821	CHEBI_58210
PR_P49821	CHEBI_49883
PR_Q08209	CHEBI_29105
PR_Q08209	CHEBI_29034
PR_P16298	CHEBI_29105
PR_P16298	CHEBI_29034
PR_Q9BXM7	CHEBI_18420
PR_P48454	CHEBI_29105
PR_P48454	CHEBI_29034
PR_Q8WZA1	CHEBI_29035
PR_P51957	CHEBI_29035
PR_P51956	CHEBI_18420
PR_P78549	CHEBI_49883
PR_Q9NZJ9	CHEBI_18420
PR_Q9NZJ9	CHEBI_29035
PR_Q8WV74	CHEBI_18420
PR_Q8WV74	CHEBI_29035
PR_Q9NQX3	CHEBI_18420
PR_Q9H9V9	CHEBI_29033
PR_Q9NVV4	CHEBI_18420
PR_Q9NVV4	CHEBI_29035
PR_Q9Y6V0	CHEBI_29108
PR_Q15811	CHEBI_29108
PR_O75164	CHEBI_29033
PR_Q13572	CHEBI_18420
PR_Q9UIQ6	CHEBI_29105
PR_A4D2B0	CHEBI_29105
PR_P08473	CHEBI_29105
PR_P53778	CHEBI_18420
PR_Q99797	CHEBI_29105
PR_Q08499	CHEBI_60240
PR_Q6ZN16	CHEBI_18420
PR_P16455	CHEBI_29105
PR_Q16820	CHEBI_29105
PR_Q6IPT4	CHEBI_57692
PR_P29474	CHEBI_58210
PR_P29474	CHEBI_59560
PR_P29474	CHEBI_57692
PR_P29474	CHEBI_30413
PR_Q9NY59	CHEBI_18420
PR_Q96G61	CHEBI_18420
PR_Q96G61	CHEBI_29035
PR_O75914	CHEBI_18420
PR_Q13946	CHEBI_60240
PR_P53609	CHEBI_29105
PR_P53609	CHEBI_18420
PR_Q9UPP1	CHEBI_29033
PR_Q96AZ6	CHEBI_29035
PR_P30613	CHEBI_18420
PR_P30613	CHEBI_29103
PR_Q92918	CHEBI_18420
PR_Q02779	CHEBI_18420
PR_O60285	CHEBI_18420
PR_O95263	CHEBI_60240
PR_Q9NY28	CHEBI_29035
PR_P07902	CHEBI_29105
PR_Q9H239	CHEBI_29105
PR_Q9H239	CHEBI_29108
PR_Q96IV0	CHEBI_29105
PR_Q86SG6	CHEBI_18420
PR_Q8TD19	CHEBI_18420
PR_Q9BQG2	CHEBI_29105
PR_Q9BQG2	CHEBI_18420
PR_P22079	CHEBI_29108
PR_P22079	CHEBI_60344
PR_O43824	CHEBI_18420
PR_Q9Y2E5	CHEBI_29105
PR_Q6UVY6	CHEBI_29036
PR_O15091	CHEBI_18420
PR_O15091	CHEBI_29035
PR_Q13153	CHEBI_18420
PR_Q96T66	CHEBI_18420
PR_O75251	CHEBI_49883
PR_P0C024	CHEBI_18420
PR_P0C024	CHEBI_29035
PR_Q9H9T3	CHEBI_49883
PR_P09467	CHEBI_18420
PR_Q7L5A8	CHEBI_29105
PR_P80404	CHEBI_49601
PR_P80404	CHEBI_597326
PR_Q6PIY7	CHEBI_18420
PR_Q6PIY7	CHEBI_29035
PR_Q49A17	CHEBI_29035
PR_Q9Y2U5	CHEBI_18420
PR_O75342	CHEBI_24875
PR_P28300	CHEBI_23378
PR_P28300	CHEBI_20489
PR_O95544	CHEBI_60240
PR_P58215	CHEBI_23378
PR_P58215	CHEBI_20489
PR_A0A1B0GTW7	CHEBI_29105
PR_Q9Y4K4	CHEBI_18420
PR_P11177	CHEBI_58937
PR_Q9HCR9	CHEBI_60240
PR_Q96RQ9	CHEBI_57692
PR_Q6P996	CHEBI_597326
PR_P30085	CHEBI_18420
PR_Q9UGL1	CHEBI_29033
PR_Q96L34	CHEBI_18420
PR_Q7RTP6	CHEBI_57692
PR_P05129	CHEBI_29108
PR_P24347	CHEBI_29105
PR_P24347	CHEBI_29108
PR_O76083	CHEBI_29105
PR_O76083	CHEBI_18420
PR_Q9UJA9	CHEBI_29105
PR_P09104	CHEBI_18420
PR_Q9H6Z9	CHEBI_38290
PR_Q9H6Z9	CHEBI_29033
PR_P15104	CHEBI_18420
PR_P15104	CHEBI_29035
PR_O15550	CHEBI_38290
PR_O15550	CHEBI_29033
PR_Q15349	CHEBI_18420
PR_Q9Y4K0	CHEBI_23378
PR_Q9Y4K0	CHEBI_20489
PR_Q15777	CHEBI_29035
PR_Q15777	CHEBI_48828
PR_P39900	CHEBI_29105
PR_P39900	CHEBI_29108
PR_Q96EN8	CHEBI_597326
PR_O15146	CHEBI_18420
PR_Q8IW45	CHEBI_18420
PR_P11309	CHEBI_18420
PR_O95299	CHEBI_57692
PR_O75414	CHEBI_18420
PR_Q9UG56	CHEBI_15361
PR_Q6ZWH5	CHEBI_18420
PR_O14829	CHEBI_18420
PR_O14829	CHEBI_29035
PR_O14830	CHEBI_29035
PR_Q6P3R8	CHEBI_18420
PR_P51955	CHEBI_18420
PR_O00746	CHEBI_18420
PR_P00492	CHEBI_18420
PR_P29218	CHEBI_18420
PR_Q8NFU5	CHEBI_18420
PR_Q9UQ07	CHEBI_18420
PR_O75900	CHEBI_29105
PR_Q7L1T6	CHEBI_57692
PR_P48200	CHEBI_49883
PR_P0C870	CHEBI_29033
PR_P34949	CHEBI_29105
PR_P0C025	CHEBI_18420
PR_P0C025	CHEBI_29035
PR_P42898	CHEBI_57692
PR_Q9UK39	CHEBI_18420
PR_Q8TF76	CHEBI_18420
PR_P22694	CHEBI_18420
PR_Q9UM21	CHEBI_60240
PR_Q13163	CHEBI_18420
PR_Q53F39	CHEBI_29035
PR_P51511	CHEBI_29105
PR_P51511	CHEBI_29108
PR_P19404	CHEBI_49601
PR_Q9Y697	CHEBI_597326
PR_Q8NCW6	CHEBI_29035
PR_Q9UJ83	CHEBI_18420
PR_Q9UJ83	CHEBI_58937
PR_Q96Q04	CHEBI_18420
PR_P16050	CHEBI_24875
PR_Q9BYJ1	CHEBI_24875
PR_Q96JB6	CHEBI_23378
PR_Q96JB6	CHEBI_20489
PR_P09960	CHEBI_29105
PR_O95819	CHEBI_18420
PR_P45984	CHEBI_18420
PR_Q9NZM1	CHEBI_29108
PR_P34896	CHEBI_597326
PR_P48637	CHEBI_18420
PR_Q7Z4H3	CHEBI_18420
PR_Q7Z4H3	CHEBI_29035
PR_Q7Z4H3	CHEBI_48828
PR_Q9NPH2	CHEBI_57540
PR_P23276	CHEBI_29105
PR_Q86V88	CHEBI_18420
PR_Q13822	CHEBI_29105
PR_Q13822	CHEBI_29108
PR_P00488	CHEBI_29108
PR_Q8NFF5	CHEBI_18420
PR_A8K979	CHEBI_18420
PR_P37268	CHEBI_18420
PR_Q8N3T1	CHEBI_29035
PR_Q96GX9	CHEBI_29105
PR_O60341	CHEBI_57692
PR_O15264	CHEBI_18420
PR_O95396	CHEBI_29105
PR_Q8N119	CHEBI_29105
PR_Q8N119	CHEBI_29108
PR_Q9BRQ3	CHEBI_18420
PR_O14773	CHEBI_29108
PR_Q9NYU2	CHEBI_29108
PR_Q9NYU2	CHEBI_29035
PR_Q16881	CHEBI_57692
PR_Q70J99	CHEBI_29108
PR_Q8WVY7	CHEBI_18420
PR_P07101	CHEBI_29033
PR_Q9HA77	CHEBI_29105
PR_Q9NVH6	CHEBI_38290
PR_Q9NVH6	CHEBI_29033
PR_Q9UPW8	CHEBI_29108
PR_Q5VYS8	CHEBI_18420
PR_Q5VYS8	CHEBI_29035
PR_P22735	CHEBI_29108
PR_Q08188	CHEBI_29108
PR_Q9BZM2	CHEBI_29108
PR_P49221	CHEBI_29108
PR_Q8N9I0	CHEBI_29108
PR_O43151	CHEBI_29105
PR_O43151	CHEBI_29033
PR_P07478	CHEBI_29108
PR_P52888	CHEBI_29105
PR_Q8WZ42	CHEBI_18420
PR_P17752	CHEBI_29033
PR_A6NFA1	CHEBI_29035
PR_A6NFA1	CHEBI_48828
PR_Q8IU60	CHEBI_18420
PR_Q8IU60	CHEBI_29035
PR_Q9H2U1	CHEBI_18420
PR_P0DPD6	CHEBI_29105
PR_Q8N5D6	CHEBI_29035
PR_Q8NB78	CHEBI_29105
PR_Q8NB78	CHEBI_57692
PR_O15054	CHEBI_38290
PR_O15054	CHEBI_29033
PR_Q2VIQ3	CHEBI_49601
PR_Q2VIQ3	CHEBI_49883
PR_Q9Y4C1	CHEBI_29033
PR_P21579	CHEBI_29108
PR_O00445	CHEBI_29108
PR_P48775	CHEBI_30413
PR_Q9H1B5	CHEBI_18420
PR_Q9H1B5	CHEBI_29035
PR_Q96PF2	CHEBI_18420
PR_Q8NB66	CHEBI_29108
PR_P47985	CHEBI_49601
PR_Q8NG68	CHEBI_18420
PR_Q8NG68	CHEBI_29103
PR_Q96J92	CHEBI_18420
PR_Q5HYM0	CHEBI_18420
PR_A2A288	CHEBI_18420
PR_Q6P1N9	CHEBI_60240
PR_O43897	CHEBI_29105
PR_Q03518	CHEBI_18420
PR_Q9NSU2	CHEBI_18420
PR_Q6SA08	CHEBI_18420
PR_Q86SS6	CHEBI_29108
PR_P51854	CHEBI_18420
PR_P51854	CHEBI_29108
PR_P51854	CHEBI_58937
PR_P51854	CHEBI_29035
PR_P51854	CHEBI_48828
PR_P14679	CHEBI_29036
PR_Q5D1E8	CHEBI_18420
PR_Q5TCY1	CHEBI_18420
PR_Q5TCY1	CHEBI_29035
PR_P30291	CHEBI_18420
PR_Q9H4A3	CHEBI_18420
PR_P07477	CHEBI_29108
PR_Q96Q11	CHEBI_18420
PR_A8MXV4	CHEBI_18420
PR_A8MXV4	CHEBI_29035
PR_Q9BZM1	CHEBI_29108
PR_P35354	CHEBI_60344
PR_P60891	CHEBI_18420
PR_O43272	CHEBI_57692
PR_P06737	CHEBI_597326
PR_P62826	CHEBI_18420
PR_Q02809	CHEBI_38290
PR_Q02809	CHEBI_29033
PR_O60568	CHEBI_38290
PR_O60568	CHEBI_29033
PR_O60568	CHEBI_29035
PR_Q8NEB9	CHEBI_29035
PR_O60673	CHEBI_49883
PR_Q99570	CHEBI_29035
PR_O60307	CHEBI_18420
PR_Q3V5L5	CHEBI_29035
PR_Q8N4P3	CHEBI_29035
PR_Q5VST9	CHEBI_18420
PR_P04181	CHEBI_597326
PR_Q6L8Q7	CHEBI_18420
PR_Q8NBM8	CHEBI_57692
PR_Q9NVE7	CHEBI_49786
PR_Q9NVE7	CHEBI_29035
PR_O00625	CHEBI_24875
PR_Q9UI17	CHEBI_57692
PR_Q9Y2L1	CHEBI_18420
PR_Q9Y2L1	CHEBI_29035
PR_P16435	CHEBI_58210
PR_P16435	CHEBI_57692
PR_Q8TBE9	CHEBI_18420
PR_P29475	CHEBI_58210
PR_P29475	CHEBI_59560
PR_P29475	CHEBI_57692
PR_P29475	CHEBI_30413
PR_O76074	CHEBI_29105
PR_O76074	CHEBI_18420
PR_P21108	CHEBI_18420
PR_Q06203	CHEBI_18420
PR_Q06203	CHEBI_49883
PR_Q9UHG3	CHEBI_57692
PR_Q9NZK7	CHEBI_29108
PR_Q15124	CHEBI_18420
PR_P11498	CHEBI_57586
PR_P11498	CHEBI_29035
PR_P49914	CHEBI_18420
PR_Q8IY84	CHEBI_18420
PR_O00217	CHEBI_49883
PR_P22392	CHEBI_18420
PR_Q8NG66	CHEBI_18420
PR_Q8NG66	CHEBI_29035
PR_Q96PY6	CHEBI_18420
PR_Q9H611	CHEBI_18420
PR_Q16795	CHEBI_57692
PR_P0C869	CHEBI_29108
PR_P11678	CHEBI_29108
PR_P11678	CHEBI_60344
PR_	CHEBI_597326
PR_Q9Y3Q0	CHEBI_29105
PR_P29728	CHEBI_18420
PR_P04054	CHEBI_29108
PR_Q9H3D4	CHEBI_29105
PR_Q5SRE7	CHEBI_24875
PR_Q4KWH8	CHEBI_29108
PR_Q92539	CHEBI_18420
PR_Q16706	CHEBI_29105
PR_P31153	CHEBI_18420
PR_P31153	CHEBI_29103
PR_P05165	CHEBI_57586
PR_P05165	CHEBI_18420
PR_P05165	CHEBI_29035
PR_P51178	CHEBI_29108
PR_P49642	CHEBI_18420
PR_P49642	CHEBI_29035
PR_Q96A99	CHEBI_29108
PR_Q96BW9	CHEBI_18420
PR_P42680	CHEBI_29105
PR_Q9H0I9	CHEBI_18420
PR_Q9H0I9	CHEBI_29108
PR_Q9H0I9	CHEBI_58937
PR_Q9H0I9	CHEBI_29035
PR_Q9H0I9	CHEBI_48828
PR_A8MPS7	CHEBI_18420
PR_P35030	CHEBI_29108
PR_Q8NBI6	CHEBI_18420
PR_Q8NBI6	CHEBI_29035
PR_Q9BXR0	CHEBI_29105
PR_Q8IWU9	CHEBI_29033
PR_P17643	CHEBI_29105
PR_P17643	CHEBI_29036
PR_O43895	CHEBI_29105
PR_	CHEBI_29108
PR_	CHEBI_17996
PR_Q9HAY6	CHEBI_29033
PR_Q9Y6K0	CHEBI_18420
PR_Q9Y6K0	CHEBI_29035
PR_Q9UPZ9	CHEBI_18420
PR_Q9HCC8	CHEBI_29108
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29033
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_38290
PR_	CHEBI_18420
PR_	CHEBI_29105
PR_	CHEBI_29108
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29108
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_83088
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_57692
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_15361
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_29108
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29108
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_29108
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_597326
PR_	CHEBI_18408
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_57692
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_57692
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_18420
PR_	CHEBI_29108
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_49883
PR_	CHEBI_597326
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_29105
PR_	CHEBI_29105
PR_	CHEBI_29108
PR_	CHEBI_18420
PR_	CHEBI_29035
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_29035
PR_	CHEBI_57540
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_29035
PR_	CHEBI_18420
PR_	CHEBI_29103
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_60240
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_29105
PR_	CHEBI_18420
PR_	CHEBI_29035
PR_	CHEBI_48828
PR_	CHEBI_597326
PR_	CHEBI_29105
PR_	CHEBI_29034
PR_	CHEBI_30413
PR_	CHEBI_60240
PR_	CHEBI_30413
PR_	CHEBI_597326
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_60344
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_57692
PR_	CHEBI_18420
PR_	CHEBI_58210
PR_	CHEBI_57692
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_38290
PR_	CHEBI_29033
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_49883
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_29108
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_49883
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29035
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_57692
PR_	CHEBI_30413
PR_	CHEBI_597326
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_29108
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_58937
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_60240
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_57692
PR_	CHEBI_83088
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_49883
PR_	CHEBI_57692
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_29105
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_57692
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_29035
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_57586
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_18420
PR_	CHEBI_29108
PR_	CHEBI_17996
PR_	CHEBI_23378
PR_	CHEBI_597326
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_29035
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_60344
PR_	CHEBI_29105
PR_	CHEBI_597326
PR_	CHEBI_57692
PR_	CHEBI_60240
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_58349
PR_	CHEBI_30413
PR_	CHEBI_29035
PR_	CHEBI_23378
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_29033
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29103
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_57692
PR_	CHEBI_57692
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_57692
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_49883
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_29108
PR_	CHEBI_57692
PR_	CHEBI_30413
PR_	CHEBI_38290
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_60240
PR_	CHEBI_29105
PR_	CHEBI_23378
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_20489
PR_	CHEBI_29108
PR_	CHEBI_23378
PR_	CHEBI_29105
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_24875
PR_	CHEBI_23378
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_60240
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_597326
PR_	CHEBI_29105
PR_	CHEBI_29108
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_18420
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_79027
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_30413
PR_	CHEBI_60240
PR_	CHEBI_18420
PR_	CHEBI_29035
PR_	CHEBI_30413
PR_	CHEBI_60242
PR_	CHEBI_29105
PR_	CHEBI_30413
PR_	CHEBI_23378
PR_	CHEBI_29108
PR_	CHEBI_18420
PR_	CHEBI_30413
PR_	CHEBI_30413
PR_	CHEBI_23378
