Protein.proID	Catalyst.chebiID
PR_Q9NZJ5	CHEBI_456216
PR_Q9NZJ5	CHEBI_29999
PR_Q9NP87	CHEBI_83828
PR_Q9NP87	CHEBI_61560
PR_Q9NP87	CHEBI_33019
PR_Q9BZQ6	CHEBI_15377
PR_Q9BZQ6	CHEBI_28563
PR_Q9BZQ6	CHEBI_60628
PR_Q9BZQ6	CHEBI_139493
PR_Q9BZQ6	CHEBI_59087
PR_Q8NBA8	CHEBI_15378
PR_Q8NBA8	CHEBI_65315
PR_Q8NBA8	CHEBI_82930
PR_Q8NBA8	CHEBI_17509
PR_Q8NBA8	CHEBI_59789
PR_Q9H596	CHEBI_15377
PR_Q9H596	CHEBI_43474
PR_Q9H596	CHEBI_61977
PR_Q9H596	CHEBI_46858
PR_Q9H596	CHEBI_83421
PR_Q9H596	CHEBI_82620
PR_Q9H596	CHEBI_30013
PR_Q9H596	CHEBI_29999
PR_Q8WTR2	CHEBI_15377
PR_Q8WTR2	CHEBI_43474
PR_Q8WTR2	CHEBI_61977
PR_Q8WTR2	CHEBI_46858
PR_Q8WTR2	CHEBI_83421
PR_Q8WTR2	CHEBI_82620
PR_Q8WTR2	CHEBI_30013
PR_Q8WTR2	CHEBI_29999
PR_O95147	CHEBI_15377
PR_O95147	CHEBI_43474
PR_O95147	CHEBI_61977
PR_O95147	CHEBI_46858
PR_O95147	CHEBI_83421
PR_O95147	CHEBI_82620
PR_O95147	CHEBI_30013
PR_O95147	CHEBI_29999
PR_P28562	CHEBI_15377
PR_P28562	CHEBI_43474
PR_P28562	CHEBI_61977
PR_P28562	CHEBI_46858
PR_P28562	CHEBI_83421
PR_P28562	CHEBI_82620
PR_P28562	CHEBI_30013
PR_P28562	CHEBI_29999
PR_Q05923	CHEBI_15377
PR_Q05923	CHEBI_43474
PR_Q05923	CHEBI_61977
PR_Q05923	CHEBI_46858
PR_Q05923	CHEBI_83421
PR_Q05923	CHEBI_82620
PR_Q05923	CHEBI_30013
PR_Q05923	CHEBI_29999
PR_O60547	CHEBI_15377
PR_O60547	CHEBI_57527
PR_O60547	CHEBI_57964
PR_P05091	CHEBI_15377
PR_P05091	CHEBI_15378
PR_P05091	CHEBI_57540
PR_P05091	CHEBI_17478
PR_P05091	CHEBI_57945
PR_P05091	CHEBI_29067
PR_Q8NHS2	CHEBI_29985
PR_Q8NHS2	CHEBI_16452
PR_Q8NHS2	CHEBI_29991
PR_Q8NHS2	CHEBI_16810
PR_Q9NVV5	CHEBI_30823
PR_Q9NVV5	CHEBI_84201
PR_Q9NVV5	CHEBI_136330
PR_Q9NVV5	CHEBI_136302
PR_Q9NVV5	CHEBI_136335
PR_Q9NVV5	CHEBI_136303
PR_Q9NVV5	CHEBI_136370
PR_Q9NVV5	CHEBI_15377
PR_Q9NVV5	CHEBI_15378
PR_Q9NVV5	CHEBI_136304
PR_Q9NVV5	CHEBI_136369
PR_Q9NVV5	CHEBI_32372
PR_Q9NVV5	CHEBI_83670
PR_Q9NVV5	CHEBI_136309
PR_Q9NVV5	CHEBI_136373
PR_Q9NVV5	CHEBI_7896
PR_Q9NVV5	CHEBI_136282
PR_Q9NVV5	CHEBI_136315
PR_Q9NVV5	CHEBI_136312
PR_Q9NVV5	CHEBI_136286
PR_Q9NVV5	CHEBI_83677
PR_Q9NVV5	CHEBI_25629
PR_O43306	CHEBI_58165
PR_O43306	CHEBI_30616
PR_O43306	CHEBI_33019
PR_Q32M45	CHEBI_18390
PR_Q32M45	CHEBI_57643
PR_Q32M45	CHEBI_57262
PR_O94823	CHEBI_22801
PR_O94823	CHEBI_15377
PR_O94823	CHEBI_15378
PR_O94823	CHEBI_43474
PR_O94823	CHEBI_30616
PR_O94823	CHEBI_456216
PR_O43570	CHEBI_15377
PR_O43570	CHEBI_15378
PR_O43570	CHEBI_17544
PR_O43570	CHEBI_16526
PR_Q14839	CHEBI_15377
PR_Q14839	CHEBI_15378
PR_Q14839	CHEBI_43474
PR_Q14839	CHEBI_30616
PR_Q14839	CHEBI_456216
PR_P19835	CHEBI_88066
PR_P19835	CHEBI_28868
PR_P19835	CHEBI_47622
PR_P19835	CHEBI_136330
PR_P19835	CHEBI_30089
PR_P19835	CHEBI_35915
PR_P19835	CHEBI_2571
PR_P19835	CHEBI_136335
PR_P19835	CHEBI_15377
PR_P19835	CHEBI_15889
PR_P19835	CHEBI_15378
PR_P19835	CHEBI_83670
PR_P19835	CHEBI_7896
PR_P19835	CHEBI_136282
PR_P19835	CHEBI_136286
PR_P19835	CHEBI_83677
PR_P19835	CHEBI_25629
PR_P19835	CHEBI_16870
PR_P19835	CHEBI_30823
PR_P19835	CHEBI_72998
PR_P19835	CHEBI_75945
PR_P19835	CHEBI_84201
PR_P19835	CHEBI_136302
PR_P19835	CHEBI_50477
PR_P19835	CHEBI_136303
PR_P19835	CHEBI_25646
PR_P19835	CHEBI_17968
PR_P19835	CHEBI_136370
PR_P19835	CHEBI_16113
PR_P19835	CHEBI_46898
PR_P19835	CHEBI_136304
PR_P19835	CHEBI_18035
PR_P19835	CHEBI_76978
PR_P19835	CHEBI_136369
PR_P19835	CHEBI_32372
PR_P19835	CHEBI_136309
PR_P19835	CHEBI_136373
PR_P19835	CHEBI_53753
PR_P19835	CHEBI_136315
PR_P19835	CHEBI_136312
PR_P19835	CHEBI_17855
PR_P05108	CHEBI_16113
PR_P05108	CHEBI_15377
PR_P05108	CHEBI_15378
PR_P05108	CHEBI_15379
PR_P05108	CHEBI_67237
PR_P05108	CHEBI_16581
PR_P05108	CHEBI_33737
PR_P05108	CHEBI_33738
PR_P05108	CHEBI_17998
PR_P05108	CHEBI_1294
PR_	CHEBI_15377
PR_	CHEBI_57618
PR_	CHEBI_15378
PR_	CHEBI_58210
PR_	CHEBI_15379
PR_	CHEBI_142491
PR_	CHEBI_30879
PR_Q6P587	CHEBI_15377
PR_Q6P587	CHEBI_15361
PR_Q6P587	CHEBI_15378
PR_Q6P587	CHEBI_16452
PR_Q6P587	CHEBI_29067
PR_Q6P587	CHEBI_57278
PR_Q6P587	CHEBI_16526
PR_P21709	CHEBI_15378
PR_P21709	CHEBI_30616
PR_P21709	CHEBI_46858
PR_P21709	CHEBI_82620
PR_P21709	CHEBI_456216
PR_Q5JZY3	CHEBI_15378
PR_Q5JZY3	CHEBI_30616
PR_Q5JZY3	CHEBI_46858
PR_Q5JZY3	CHEBI_82620
PR_Q5JZY3	CHEBI_456216
PR_P54753	CHEBI_15378
PR_P54753	CHEBI_30616
PR_P54753	CHEBI_46858
PR_P54753	CHEBI_82620
PR_P54753	CHEBI_456216
PR_Q9NY64	CHEBI_4167
PR_Q9NY64	CHEBI_37721
PR_Q9NY64	CHEBI_58539
PR_P31937	CHEBI_15378
PR_P31937	CHEBI_57540
PR_P31937	CHEBI_57700
PR_P31937	CHEBI_57945
PR_P31937	CHEBI_11805
PR_Q96GS6	CHEBI_15377
PR_Q96GS6	CHEBI_15378
PR_Q96GS6	CHEBI_74151
PR_Q96GS6	CHEBI_7896
PR_Q96GS6	CHEBI_29950
PR_P00325	CHEBI_139346
PR_P00325	CHEBI_132259
PR_P00325	CHEBI_139347
PR_P00325	CHEBI_15378
PR_P00325	CHEBI_57540
PR_P00325	CHEBI_44597
PR_P00325	CHEBI_17336
PR_P00325	CHEBI_57945
PR_P00325	CHEBI_17898
PR_O95394	CHEBI_57776
PR_O95394	CHEBI_57513
PR_Q96PN6	CHEBI_58165
PR_Q96PN6	CHEBI_30616
PR_Q96PN6	CHEBI_33019
PR_Q06278	CHEBI_16240
PR_Q06278	CHEBI_15377
PR_Q06278	CHEBI_15378
PR_Q06278	CHEBI_15379
PR_Q06278	CHEBI_17478
PR_Q06278	CHEBI_29067
PR_Q06278	CHEBI_15035
PR_Q06278	CHEBI_15036
PR_Q01433	CHEBI_456215
PR_Q01433	CHEBI_15377
PR_Q01433	CHEBI_15378
PR_Q01433	CHEBI_58053
PR_Q01433	CHEBI_28938
PR_Q12797	CHEBI_15379
PR_Q12797	CHEBI_17427
PR_Q12797	CHEBI_29961
PR_Q12797	CHEBI_16810
PR_Q12797	CHEBI_16526
PR_Q12797	CHEBI_30031
PR_Q01814	CHEBI_15377
PR_Q01814	CHEBI_15378
PR_Q01814	CHEBI_43474
PR_Q01814	CHEBI_29108
PR_Q01814	CHEBI_30616
PR_Q01814	CHEBI_456216
PR_P14324	CHEBI_128769
PR_P14324	CHEBI_175763
PR_P14324	CHEBI_57623
PR_P14324	CHEBI_58057
PR_P14324	CHEBI_33019
PR_P19440	CHEBI_78608
PR_P19440	CHEBI_15377
PR_P19440	CHEBI_29985
PR_P19440	CHEBI_78597
PR_P19440	CHEBI_57925
PR_P19440	CHEBI_57973
PR_P19440	CHEBI_78599
PR_P19440	CHEBI_90779
PR_P19440	CHEBI_77644
PR_P19440	CHEBI_143103
PR_P19440	CHEBI_61694
PR_P19440	CHEBI_63166
PR_Q9NZC3	CHEBI_85250
PR_Q9NZC3	CHEBI_85253
PR_Q9NZC3	CHEBI_85252
PR_Q9NZC3	CHEBI_71464
PR_Q9NZC3	CHEBI_71466
PR_Q9NZC3	CHEBI_85226
PR_Q9NZC3	CHEBI_58444
PR_Q9NZC3	CHEBI_2700
PR_Q9NZC3	CHEBI_85229
PR_Q9NZC3	CHEBI_85228
PR_Q9NZC3	CHEBI_85230
PR_Q9NZC3	CHEBI_137010
PR_Q9NZC3	CHEBI_15377
PR_Q9NZC3	CHEBI_15378
PR_Q9NZC3	CHEBI_137009
PR_Q9NZC3	CHEBI_17268
PR_Q9NZC3	CHEBI_137016
PR_Q9NZC3	CHEBI_137017
PR_Q9NZC3	CHEBI_57597
PR_Q96FL9	CHEBI_15378
PR_Q96FL9	CHEBI_87075
PR_Q96FL9	CHEBI_67138
PR_Q96FL9	CHEBI_53604
PR_Q96FL9	CHEBI_30013
PR_Q96FL9	CHEBI_29999
PR_Q96FL9	CHEBI_58223
PR_Q9NPB8	CHEBI_15377
PR_Q9NPB8	CHEBI_15378
PR_Q9NPB8	CHEBI_16870
PR_Q9NPB8	CHEBI_15354
PR_Q9NPB8	CHEBI_57597
PR_P09488	CHEBI_17792
PR_P09488	CHEBI_57925
PR_P09488	CHEBI_133771
PR_P09488	CHEBI_16042
PR_P09488	CHEBI_133768
PR_P09488	CHEBI_132200
PR_P09488	CHEBI_133769
PR_P09488	CHEBI_132201
PR_P09488	CHEBI_133772
PR_P09488	CHEBI_15378
PR_P09488	CHEBI_133396
PR_P09488	CHEBI_133370
PR_P09488	CHEBI_90779
PR_O75911	CHEBI_15378
PR_O75911	CHEBI_57783
PR_O75911	CHEBI_17336
PR_O75911	CHEBI_17898
PR_O75911	CHEBI_58349
PR_Q8IX18	CHEBI_15377
PR_Q8IX18	CHEBI_15378
PR_Q8IX18	CHEBI_43474
PR_Q8IX18	CHEBI_30616
PR_Q8IX18	CHEBI_456216
PR_P51530	CHEBI_15377
PR_P51530	CHEBI_15378
PR_P51530	CHEBI_43474
PR_P51530	CHEBI_30616
PR_P51530	CHEBI_456216
PR_	CHEBI_15377
PR_	CHEBI_43474
PR_	CHEBI_61977
PR_	CHEBI_46858
PR_	CHEBI_83421
PR_	CHEBI_82620
PR_	CHEBI_30013
PR_	CHEBI_29999
PR_Q9Y227	CHEBI_58115
PR_Q9Y227	CHEBI_63527
PR_Q9Y227	CHEBI_57865
PR_Q9Y227	CHEBI_61417
PR_Q9Y227	CHEBI_57930
PR_Q9Y227	CHEBI_58189
PR_Q9Y227	CHEBI_58223
PR_Q9Y227	CHEBI_15377
PR_Q9Y227	CHEBI_15378
PR_Q9Y227	CHEBI_43474
PR_Q9Y227	CHEBI_61557
PR_Q9Y227	CHEBI_58069
PR_Q9Y227	CHEBI_58043
PR_Q9Y227	CHEBI_37563
PR_Q9Y227	CHEBI_37565
PR_Q9Y227	CHEBI_46398
PR_Q6UWW8	CHEBI_15377
PR_Q6UWW8	CHEBI_15378
PR_Q6UWW8	CHEBI_29067
PR_Q6UWW8	CHEBI_33308
PR_Q6UWW8	CHEBI_30879
PR_P31513	CHEBI_58210
PR_P31513	CHEBI_35812
PR_P31513	CHEBI_77092
PR_P31513	CHEBI_142660
PR_P31513	CHEBI_17735
PR_P31513	CHEBI_15724
PR_P31513	CHEBI_16269
PR_P31513	CHEBI_58349
PR_P31513	CHEBI_15377
PR_P31513	CHEBI_15378
PR_P31513	CHEBI_57618
PR_P31513	CHEBI_15379
PR_P31513	CHEBI_58389
PR_P31513	CHEBI_57783
PR_P31513	CHEBI_16664
PR_P31513	CHEBI_59806
PR_P31513	CHEBI_16959
PR_P54762	CHEBI_15378
PR_P54762	CHEBI_30616
PR_P54762	CHEBI_46858
PR_P54762	CHEBI_82620
PR_P54762	CHEBI_456216
PR_P29323	CHEBI_15378
PR_P29323	CHEBI_30616
PR_P29323	CHEBI_46858
PR_P29323	CHEBI_82620
PR_P29323	CHEBI_456216
PR_Q10981	CHEBI_133506
PR_Q10981	CHEBI_133507
PR_Q10981	CHEBI_133510
PR_Q10981	CHEBI_88069
PR_Q10981	CHEBI_133509
PR_Q10981	CHEBI_28743
PR_Q10981	CHEBI_90376
PR_Q10981	CHEBI_90189
PR_Q10981	CHEBI_17292
PR_Q10981	CHEBI_77709
PR_Q10981	CHEBI_58189
PR_Q10981	CHEBI_82639
PR_Q10981	CHEBI_78607
PR_Q10981	CHEBI_15378
PR_Q10981	CHEBI_28691
PR_Q10981	CHEBI_142612
PR_Q10981	CHEBI_90262
PR_Q10981	CHEBI_90265
PR_Q10981	CHEBI_62571
PR_Q10981	CHEBI_17006
PR_Q10981	CHEBI_90800
PR_Q10981	CHEBI_90803
PR_Q10981	CHEBI_90802
PR_Q10981	CHEBI_57273
PR_Q10981	CHEBI_62649
PR_Q10981	CHEBI_84728
PR_Q10981	CHEBI_82939
PR_Q10981	CHEBI_90811
PR_Q10981	CHEBI_546807
PR_P21217	CHEBI_133506
PR_P21217	CHEBI_88073
PR_P21217	CHEBI_17292
PR_P21217	CHEBI_58189
PR_P21217	CHEBI_88079
PR_P21217	CHEBI_62287
PR_P21217	CHEBI_90065
PR_P21217	CHEBI_140304
PR_P21217	CHEBI_15378
PR_P21217	CHEBI_88089
PR_P21217	CHEBI_88088
PR_P21217	CHEBI_146022
PR_P21217	CHEBI_146021
PR_P21217	CHEBI_62507
PR_P21217	CHEBI_59440
PR_P21217	CHEBI_90800
PR_P21217	CHEBI_62259
PR_P21217	CHEBI_17716
PR_P21217	CHEBI_90292
PR_P21217	CHEBI_62263
PR_P21217	CHEBI_60152
PR_P21217	CHEBI_57273
PR_P21217	CHEBI_62265
PR_P21217	CHEBI_90811
PR_P21217	CHEBI_27707
PR_O95749	CHEBI_128769
PR_O95749	CHEBI_175763
PR_O95749	CHEBI_58756
PR_O95749	CHEBI_57623
PR_O95749	CHEBI_58057
PR_O95749	CHEBI_33019
PR_O94925	CHEBI_15377
PR_O94925	CHEBI_29985
PR_O94925	CHEBI_58359
PR_O94925	CHEBI_28938
PR_Q9BY41	CHEBI_15377
PR_Q9BY41	CHEBI_29969
PR_Q9BY41	CHEBI_30089
PR_Q9BY41	CHEBI_61930
PR_O15327	CHEBI_15377
PR_O15327	CHEBI_58401
PR_O15327	CHEBI_43474
PR_O15327	CHEBI_58088
PR_O15327	CHEBI_83241
PR_O15327	CHEBI_57658
PR_O15327	CHEBI_83242
PR_O15327	CHEBI_58414
PR_P20839	CHEBI_15377
PR_P20839	CHEBI_15378
PR_P20839	CHEBI_57540
PR_P20839	CHEBI_58053
PR_P20839	CHEBI_57464
PR_P20839	CHEBI_57945
PR_Q6NTF7	CHEBI_15377
PR_Q6NTF7	CHEBI_15378
PR_Q6NTF7	CHEBI_28938
PR_Q6NTF7	CHEBI_133902
PR_Q6NTF7	CHEBI_85452
PR_Q9NUJ1	CHEBI_58720
PR_Q9NUJ1	CHEBI_15377
PR_Q9NUJ1	CHEBI_15378
PR_Q9NUJ1	CHEBI_62932
PR_Q9NUJ1	CHEBI_74151
PR_Q9NUJ1	CHEBI_66982
PR_Q9NUJ1	CHEBI_7896
PR_Q9NUJ1	CHEBI_29950
PR_P42684	CHEBI_15378
PR_P42684	CHEBI_30616
PR_P42684	CHEBI_46858
PR_P42684	CHEBI_82620
PR_P42684	CHEBI_456216
PR_P11310	CHEBI_62242
PR_P11310	CHEBI_58307
PR_P11310	CHEBI_57379
PR_P11310	CHEBI_57385
PR_P11310	CHEBI_83723
PR_P11310	CHEBI_57386
PR_P11310	CHEBI_57389
PR_P11310	CHEBI_83726
PR_P11310	CHEBI_86160
PR_P11310	CHEBI_15378
PR_P11310	CHEBI_57330
PR_P11310	CHEBI_61430
PR_P11310	CHEBI_61526
PR_P11310	CHEBI_57692
PR_P11310	CHEBI_62620
PR_P11310	CHEBI_62077
PR_P11310	CHEBI_61405
PR_P11310	CHEBI_61406
PR_P11310	CHEBI_57375
PR_P52209	CHEBI_58759
PR_P52209	CHEBI_57783
PR_P52209	CHEBI_58121
PR_P52209	CHEBI_58349
PR_P52209	CHEBI_16526
PR_Q86V21	CHEBI_456215
PR_Q86V21	CHEBI_57286
PR_Q86V21	CHEBI_57287
PR_Q86V21	CHEBI_30616
PR_Q86V21	CHEBI_13705
PR_Q86V21	CHEBI_33019
PR_P53396	CHEBI_43474
PR_P53396	CHEBI_16947
PR_P53396	CHEBI_16452
PR_P53396	CHEBI_57287
PR_P53396	CHEBI_57288
PR_P53396	CHEBI_30616
PR_P53396	CHEBI_456216
PR_P17516	CHEBI_16032
PR_P17516	CHEBI_17184
PR_P17516	CHEBI_17026
PR_P17516	CHEBI_36835
PR_P17516	CHEBI_17347
PR_P17516	CHEBI_57540
PR_P17516	CHEBI_16548
PR_P17516	CHEBI_28453
PR_P17516	CHEBI_16422
PR_P17516	CHEBI_36713
PR_P17516	CHEBI_16330
PR_P17516	CHEBI_47788
PR_P17516	CHEBI_58349
PR_P17516	CHEBI_133519
PR_P17516	CHEBI_17263
PR_P17516	CHEBI_136914
PR_P17516	CHEBI_15378
PR_P17516	CHEBI_133105
PR_P17516	CHEBI_136982
PR_P17516	CHEBI_16469
PR_P17516	CHEBI_57783
PR_P17516	CHEBI_57945
PR_P17516	CHEBI_18329
PR_P17516	CHEBI_15994
PR_Q9NP73	CHEBI_15378
PR_Q9NP73	CHEBI_57269
PR_Q9NP73	CHEBI_57705
PR_Q9NP73	CHEBI_58427
PR_Q9NP73	CHEBI_58223
PR_O60266	CHEBI_58165
PR_O60266	CHEBI_30616
PR_O60266	CHEBI_33019
PR_Q9Y4B4	CHEBI_15377
PR_Q9Y4B4	CHEBI_15378
PR_Q9Y4B4	CHEBI_43474
PR_Q9Y4B4	CHEBI_30616
PR_Q9Y4B4	CHEBI_456216
PR_P22748	CHEBI_15377
PR_P22748	CHEBI_15378
PR_P22748	CHEBI_17544
PR_P22748	CHEBI_16526
PR_P35218	CHEBI_15377
PR_P35218	CHEBI_15378
PR_P35218	CHEBI_17544
PR_P35218	CHEBI_16526
PR_Q92772	CHEBI_15378
PR_Q92772	CHEBI_30616
PR_Q92772	CHEBI_61977
PR_Q92772	CHEBI_83421
PR_Q92772	CHEBI_30013
PR_Q92772	CHEBI_456216
PR_Q92772	CHEBI_29999
PR_O14936	CHEBI_15378
PR_O14936	CHEBI_30616
PR_O14936	CHEBI_61977
PR_O14936	CHEBI_83421
PR_O14936	CHEBI_30013
PR_O14936	CHEBI_456216
PR_O14936	CHEBI_29999
PR_P11511	CHEBI_58210
PR_P11511	CHEBI_17347
PR_P11511	CHEBI_1156
PR_P11511	CHEBI_137031
PR_P11511	CHEBI_16422
PR_P11511	CHEBI_16330
PR_P11511	CHEBI_137032
PR_P11511	CHEBI_17263
PR_P11511	CHEBI_15377
PR_P11511	CHEBI_57618
PR_P11511	CHEBI_15378
PR_P11511	CHEBI_15379
PR_P11511	CHEBI_137110
PR_P11511	CHEBI_16469
PR_P11511	CHEBI_27576
PR_P11511	CHEBI_15740
PR_P11511	CHEBI_799
PR_Q14894	CHEBI_15378
PR_Q14894	CHEBI_57540
PR_Q14894	CHEBI_58517
PR_Q14894	CHEBI_57783
PR_Q14894	CHEBI_57945
PR_Q14894	CHEBI_58349
PR_Q14894	CHEBI_58047
PR_P24903	CHEBI_15377
PR_P24903	CHEBI_57618
PR_P24903	CHEBI_15378
PR_P24903	CHEBI_58210
PR_P24903	CHEBI_15379
PR_P24903	CHEBI_142491
PR_P24903	CHEBI_30879
PR_P08684	CHEBI_17026
PR_P08684	CHEBI_1156
PR_P08684	CHEBI_139271
PR_P08684	CHEBI_139269
PR_P08684	CHEBI_776
PR_P08684	CHEBI_32395
PR_P08684	CHEBI_2700
PR_P08684	CHEBI_16271
PR_P08684	CHEBI_15377
PR_P08684	CHEBI_57618
PR_P08684	CHEBI_15378
PR_P08684	CHEBI_87571
PR_P08684	CHEBI_15379
PR_P08684	CHEBI_85778
PR_P08684	CHEBI_80788
PR_P08684	CHEBI_16664
PR_P08684	CHEBI_142491
PR_P08684	CHEBI_136990
PR_P08684	CHEBI_136991
PR_P08684	CHEBI_30879
PR_P08684	CHEBI_136989
PR_P08684	CHEBI_134178
PR_P08684	CHEBI_67237
PR_P08684	CHEBI_62117
PR_P08684	CHEBI_30245
PR_P08684	CHEBI_77092
PR_P08684	CHEBI_16422
PR_P08684	CHEBI_17703
PR_P08684	CHEBI_34477
PR_P08684	CHEBI_87602
PR_P08684	CHEBI_17336
PR_P08684	CHEBI_27961
PR_P08684	CHEBI_16959
PR_P08684	CHEBI_16962
PR_P08684	CHEBI_58562
PR_P08684	CHEBI_17347
PR_P08684	CHEBI_87620
PR_P08684	CHEBI_137031
PR_P08684	CHEBI_27974
PR_P08684	CHEBI_28744
PR_P08684	CHEBI_81481
PR_P08684	CHEBI_136522
PR_P08684	CHEBI_136523
PR_P08684	CHEBI_16330
PR_P08684	CHEBI_90956
PR_P08684	CHEBI_136524
PR_P08684	CHEBI_137037
PR_P08684	CHEBI_15826
PR_P08684	CHEBI_137041
PR_P08684	CHEBI_50516
PR_P08684	CHEBI_16469
PR_P08684	CHEBI_136410
PR_P08684	CHEBI_77016
PR_P08684	CHEBI_136411
PR_P08684	CHEBI_76634
PR_P08684	CHEBI_35291
PR_P08684	CHEBI_42977
PR_P08684	CHEBI_58210
PR_P08684	CHEBI_133345
PR_P08684	CHEBI_35812
PR_P08684	CHEBI_17898
PR_P08684	CHEBI_17263
PR_P08684	CHEBI_16113
PR_P08684	CHEBI_17650
PR_P08684	CHEBI_137076
PR_P08684	CHEBI_137077
PR_P08684	CHEBI_58234
PR_P08684	CHEBI_62845
PR_P08684	CHEBI_131964
PR_P08684	CHEBI_131965
PR_Q9Y5Q0	CHEBI_15377
PR_Q9Y5Q0	CHEBI_15378
PR_Q9Y5Q0	CHEBI_15379
PR_Q9Y5Q0	CHEBI_85650
PR_Q9Y5Q0	CHEBI_139573
PR_Q9Y5Q0	CHEBI_29033
PR_Q9Y5Q0	CHEBI_74296
PR_Q9Y5Q0	CHEBI_29034
PR_Q9Y5Q0	CHEBI_63867
PR_Q9Y5Q0	CHEBI_149631
PR_Q9Y5Q0	CHEBI_52639
PR_Q9H6B9	CHEBI_84032
PR_Q9H6B9	CHEBI_85195
PR_Q9H6B9	CHEBI_85197
PR_Q9H6B9	CHEBI_140594
PR_Q9H6B9	CHEBI_76625
PR_Q9H6B9	CHEBI_15377
PR_Q9H6B9	CHEBI_84023
PR_Q9H6B9	CHEBI_84025
PR_Q9H6B9	CHEBI_84024
PR_Q9H6B9	CHEBI_84027
PR_Q9H6B9	CHEBI_32955
PR_Q9H6B9	CHEBI_84029
PR_Q9H6B9	CHEBI_84031
PR_P54764	CHEBI_15378
PR_P54764	CHEBI_30616
PR_P54764	CHEBI_46858
PR_P54764	CHEBI_82620
PR_P54764	CHEBI_456216
PR_P54756	CHEBI_15378
PR_P54756	CHEBI_30616
PR_P54756	CHEBI_46858
PR_P54756	CHEBI_82620
PR_P54756	CHEBI_456216
PR_P51841	CHEBI_57746
PR_P51841	CHEBI_33019
PR_P51841	CHEBI_37565
PR_P49789	CHEBI_15377
PR_P49789	CHEBI_58529
PR_P49789	CHEBI_456215
PR_P49789	CHEBI_15378
PR_P49789	CHEBI_456216
PR_Q9C0B1	CHEBI_74449
PR_Q9C0B1	CHEBI_15379
PR_Q9C0B1	CHEBI_85959
PR_Q9C0B1	CHEBI_85958
PR_Q9C0B1	CHEBI_16810
PR_Q9C0B1	CHEBI_16842
PR_Q9C0B1	CHEBI_74411
PR_Q9C0B1	CHEBI_74491
PR_Q9C0B1	CHEBI_16526
PR_Q9C0B1	CHEBI_30031
PR_P50440	CHEBI_57305
PR_P50440	CHEBI_32682
PR_P50440	CHEBI_57742
PR_P50440	CHEBI_46911
PR_Q8IXK2	CHEBI_15378
PR_Q8IXK2	CHEBI_87075
PR_Q8IXK2	CHEBI_67138
PR_Q8IXK2	CHEBI_53604
PR_Q8IXK2	CHEBI_30013
PR_Q8IXK2	CHEBI_29999
PR_Q8IXK2	CHEBI_58223
PR_Q6IS24	CHEBI_15378
PR_Q6IS24	CHEBI_87075
PR_Q6IS24	CHEBI_67138
PR_Q6IS24	CHEBI_53604
PR_Q6IS24	CHEBI_30013
PR_Q6IS24	CHEBI_29999
PR_Q6IS24	CHEBI_58223
PR_Q8TDQ7	CHEBI_15377
PR_Q8TDQ7	CHEBI_57634
PR_Q8TDQ7	CHEBI_75989
PR_Q8TDQ7	CHEBI_28938
PR_O15379	CHEBI_15377
PR_O15379	CHEBI_29969
PR_O15379	CHEBI_30089
PR_O15379	CHEBI_61930
PR_Q8TB40	CHEBI_85217
PR_Q8TB40	CHEBI_85216
PR_Q8TB40	CHEBI_85219
PR_Q8TB40	CHEBI_28868
PR_Q8TB40	CHEBI_85221
PR_Q8TB40	CHEBI_138662
PR_Q8TB40	CHEBI_138663
PR_Q8TB40	CHEBI_85223
PR_Q8TB40	CHEBI_30823
PR_Q8TB40	CHEBI_85222
PR_Q8TB40	CHEBI_138661
PR_Q8TB40	CHEBI_85225
PR_Q8TB40	CHEBI_62537
PR_Q8TB40	CHEBI_85227
PR_Q8TB40	CHEBI_85226
PR_Q8TB40	CHEBI_85229
PR_Q8TB40	CHEBI_85228
PR_Q8TB40	CHEBI_85230
PR_Q8TB40	CHEBI_78097
PR_Q8TB40	CHEBI_15377
PR_Q8TB40	CHEBI_15378
PR_Q8TB40	CHEBI_137009
PR_Q9UDR5	CHEBI_15377
PR_Q9UDR5	CHEBI_58321
PR_Q9UDR5	CHEBI_29985
PR_Q9UDR5	CHEBI_15378
PR_Q9UDR5	CHEBI_57540
PR_Q9UDR5	CHEBI_32551
PR_Q9UDR5	CHEBI_57783
PR_Q9UDR5	CHEBI_57945
PR_Q9UDR5	CHEBI_16810
PR_Q9UDR5	CHEBI_58349
PR_Q9UDR5	CHEBI_57951
PR_Q8N6M5	CHEBI_17536
PR_Q8N6M5	CHEBI_57296
PR_Q8N6M5	CHEBI_15377
PR_Q8N6M5	CHEBI_16199
PR_Q8N5B7	CHEBI_71009
PR_Q8N5B7	CHEBI_74115
PR_Q8N5B7	CHEBI_67043
PR_Q8N5B7	CHEBI_57379
PR_Q8N5B7	CHEBI_67042
PR_Q8N5B7	CHEBI_67045
PR_Q8N5B7	CHEBI_77636
PR_Q8N5B7	CHEBI_57287
PR_Q8N5B7	CHEBI_57385
PR_Q8N5B7	CHEBI_57387
PR_Q8N5B7	CHEBI_15378
PR_Q8N5B7	CHEBI_57394
PR_Q8N5B7	CHEBI_74100
PR_Q8N5B7	CHEBI_67033
PR_Q8N5B7	CHEBI_57817
PR_Q8N5B7	CHEBI_82810
PR_Q8N5B7	CHEBI_57756
PR_Q8N5B7	CHEBI_72959
PR_Q8N5B7	CHEBI_52639
