DATAFLOW,LAST UPDATE,freq,itm_newa,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,1997,99.69,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,1998,99.32,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,1999,105.91,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2000,97.70,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2001,102.43,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2002,97.94,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2003,99.24,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2004,102.17,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2005,86.84,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2006,95.78,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2007,98.56,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2008,103.17,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2009,98.06,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2010,90.69,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2011,117.12,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2012,106.65,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2013,119.30,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2014,91.39,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2015,97.05,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2016,97.53,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2017,102.28,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2018,105.52,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2019,98.34,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2020,97.57,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2021,100.36,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2022,124.46,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2023,105.67,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,IT,2024,112.47,e
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,1998,106.60,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,1999,81.49,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2000,94.37,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2001,92.67,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2002,92.55,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2003,112.30,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2004,157.49,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2005,107.79,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2006,88.81,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2007,149.89,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2008,92.51,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2009,85.69,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2010,119.27,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2011,125.89,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2012,124.52,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2013,88.31,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2014,90.84,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2015,107.63,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2016,83.28,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2017,124.56,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2018,74.91,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2019,130.49,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2020,137.57,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2021,98.33,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2022,111.08,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2023,51.68,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LT,2024,114.09,e
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1986,107.87,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1987,98.68,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1988,100.93,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1989,118.76,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1990,94.23,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1991,92.70,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1992,101.04,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1993,98.08,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1994,97.35,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1995,108.61,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1996,102.12,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1997,98.10,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1998,113.02,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,1999,91.98,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2000,94.64,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2001,100.38,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2002,146.48,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2003,62.55,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2004,126.77,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2005,79.07,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2006,97.53,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2007,118.74,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2008,82.81,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2009,61.80,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2010,116.33,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2011,101.09,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2012,104.73,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2013,85.65,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2014,130.97,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2015,81.64,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2016,93.33,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2017,126.67,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2018,107.34,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2019,98.66,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2020,94.01,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2021,103.56,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2022,120.31,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2023,88.89,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LU,2024,127.12,e
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,1999,104.86,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2000,105.18,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2001,129.13,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2002,97.11,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2003,108.15,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2004,166.50,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2005,103.22,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2006,128.82,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2007,104.72,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2008,85.04,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2009,97.57,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2010,127.92,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2011,95.69,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2012,121.15,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2013,89.97,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2014,106.33,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2015,112.81,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2016,94.59,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2017,120.89,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2018,87.59,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2019,131.47,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2020,104.38,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2021,107.89,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2022,116.57,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2023,59.19,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,LV,2024,146.90,e
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,1999,96.01,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2000,87.90,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2001,114.35,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2002,99.10,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2003,94.90,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2004,96.67,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2005,103.77,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2006,98.31,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2007,97.94,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2008,92.74,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2009,112.07,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2010,73.93,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2011,95.13,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2012,95.68,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2013,96.83,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2014,95.90,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2015,113.19,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2016,94.13,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2017,89.27,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2018,96.78,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2019,104.43,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2020,87.48,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2021,89.54,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2022,91.42,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2023,100.17,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,MT,2024,88.59,e
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1987,91.37,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1988,101.52,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1989,116.50,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1990,98.80,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1991,98.46,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1992,91.48,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1993,82.69,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1994,112.94,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1995,124.15,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1996,92.38,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1997,109.32,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1998,87.05,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,1999,92.93,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2000,103.29,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2001,101.07,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2002,87.02,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2003,106.02,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2004,90.87,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2005,102.20,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2006,120.39,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2007,97.38,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2008,87.89,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2009,84.36,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2010,129.61,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2011,85.82,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2012,110.15,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2013,114.98,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2014,96.60,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2015,103.34,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2016,102.34,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2017,111.10,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2018,82.59,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2019,102.82,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2020,95.27,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2021,103.80,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2022,101.16,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2023,109.89,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NL,2024,99.67,e
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,1996,102.06,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,1997,96.27,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,1998,110.98,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,1999,91.04,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2000,89.00,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2001,97.21,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2002,106.96,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2003,100.42,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2004,91.79,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2005,90.49,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2006,94.32,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2007,113.20,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2008,103.79,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2009,104.65,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2010,105.66,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2011,97.70,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2012,103.81,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2013,97.96,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2014,107.61,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2015,113.36,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2016,103.14,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2017,91.41,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2018,92.20,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2019,104.08,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2020,110.57,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2021,81.67,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2022,130.39,d
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2023,95.94,d
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,NO,2024,115.25,e
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,1999,84.43,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2000,115.23,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2001,117.25,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2002,80.48,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2003,103.05,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2004,184.14,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2005,92.11,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2006,110.05,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2007,122.02,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2008,88.47,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2009,108.72,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2010,116.95,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2011,131.76,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2012,93.37,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2013,109.45,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2014,82.38,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2015,100.99,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2016,111.36,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2017,125.30,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2018,94.32,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2019,105.41,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2020,118.88,
ESTAT:AACT_EAA06(1.0),16/12/24 11:00:00,A,IND_A_EURO,I_N_1,PL,2021,91.84,
